total_timesteps,ep_reward_mean,clipfrac,value_loss,explained_variance,fps,ep_len_mean,time_elapsed,policy_entropy,policy_loss,approxkl,n_updates,serial_timesteps
378880,0.0,0.052099608,2.5694723e-07,0.056004345417022705,403,642.29,898.0449028015137,0.9190518,-0.0018314567,0.0042664837,185,378880
380928,0.0,0.041015625,6.048849e-08,0.051336467266082764,422,643.43,903.1275806427002,0.90899944,-0.0019334141,0.0040571396,186,380928
382976,0.0,0.053759765,1.0335808e-07,-0.023975491523742676,419,646.3,907.9747958183289,0.90298,-0.0018414467,0.004486217,187,382976
385024,0.0,0.064013675,2.483711e-07,-0.23024535179138184,409,647.14,912.8567364215851,0.90520936,-0.0023584485,0.005114063,188,385024
387072,0.0,0.04550781,2.933969e-07,-0.15376508235931396,404,648.09,917.8651912212372,0.90270585,-0.0028244425,0.0040759193,189,387072
389120,0.0,0.036230467,4.95177e-07,-0.3281397819519043,433,649.99,922.9295785427094,0.895535,-0.0009681644,0.0034310953,190,389120
391168,0.0,0.05698242,5.216556e-07,-0.11218094825744629,424,650.24,927.6564311981201,0.8807472,-0.0024957121,0.0049407645,191,391168
393216,0.0,0.040039062,8.6210986e-07,-0.49522948265075684,446,649.69,932.4852857589722,0.86678964,-0.0018375719,0.0037359789,192,393216
395264,0.0,0.052734375,1.0020298e-05,-0.2080899477005005,426,652.17,937.0695374011993,0.8610123,-0.0015325161,0.004512632,193,395264
397312,0.0,0.08022461,7.907701e-08,-0.24625325202941895,429,653.12,941.8709216117859,0.8639628,-0.0046366546,0.0060678823,194,397312
399360,0.0,0.054296874,4.901947e-07,-0.20081603527069092,403,656.0,946.6414368152618,0.8624625,-0.004058958,0.0045619872,195,399360
401408,0.0,0.042138673,2.1626997e-07,-0.5349305868148804,442,659.23,951.7196924686432,0.862308,-0.0006689816,0.0038014296,196,401408
403456,0.0,0.060253907,1.6192398e-07,-0.8194743394851685,420,659.85,956.3500003814697,0.870402,-0.0016572332,0.0049002753,197,403456
405504,0.0,0.0484375,4.1510913e-07,-0.683121919631958,407,662.37,961.2224447727203,0.87969095,-0.0012700143,0.0040446785,198,405504
407552,0.0,0.06171875,9.067987e-06,-1.9358923435211182,427,663.74,966.2545871734619,0.8781131,-0.0029182495,0.005086913,199,407552
409600,0.0,0.047802735,3.7980595e-08,-1.196958065032959,411,665.56,971.0494906902313,0.8770648,-0.0009161968,0.0041188323,200,409600
411648,0.0,0.050634764,3.7610291e-06,-1.4555211067199707,423,669.25,976.0341362953186,0.87250555,0.00037753672,0.004421795,201,411648
413696,0.0,0.06591797,1.1858528e-07,-0.7774556875228882,384,669.56,980.8759250640869,0.860621,-0.005078043,0.0052117715,202,413696
415744,0.0,0.051855467,1.10745205e-07,-0.4361480474472046,419,671.34,986.2066218852997,0.8645026,-0.0027261549,0.0042457264,203,415744
417792,0.0,0.049609374,8.0560625e-08,-0.7487000226974487,426,672.97,991.092342376709,0.8656791,-0.0015771736,0.0043298607,204,417792
419840,0.0,0.05605469,1.7013474e-07,-0.987256646156311,409,675.36,995.8940970897675,0.85813063,-0.0025548877,0.004601963,205,419840
421888,0.0,0.07524414,2.2640718e-07,-1.6894090175628662,408,676.14,1000.8964779376984,0.845486,-0.0021287366,0.0060517294,206,421888
423936,0.0,0.059667967,1.2327332e-05,-0.8893239498138428,413,676.29,1005.9143154621124,0.8475833,-0.002088289,0.004785153,207,423936
425984,0.0,0.0359375,3.701991e-08,-1.3553261756896973,436,677.62,1010.874029636383,0.8446199,-0.000121623394,0.003591065,208,425984
428032,0.0,0.0496582,1.8357221e-07,-1.4068057537078857,426,679.57,1015.5640614032745,0.8276572,-0.002082708,0.0043666493,209,428032
430080,0.0,0.057177734,1.2399086e-07,-0.4921778440475464,424,679.1,1020.370885848999,0.80602014,-0.0037813769,0.00493527,210,430080
432128,0.0,0.03828125,3.60474e-07,-1.3229289054870605,402,682.27,1025.195067167282,0.79890436,-0.00023313912,0.0035428363,211,432128
434176,0.0,0.0519043,6.1973595e-05,-0.41377174854278564,423,682.24,1030.2892806529999,0.8052165,-0.0019264973,0.004488977,212,434176
436224,0.0,0.058984376,2.7549919e-05,-0.3770937919616699,408,684.71,1035.1307871341705,0.8050747,-0.0013630852,0.0049572284,213,436224
438272,0.0,0.038623046,4.830551e-06,-0.07995986938476562,439,687.82,1040.142161846161,0.79840535,-0.000772938,0.0036145255,214,438272
440320,0.0,0.040478516,1.991209e-06,-0.009057879447937012,428,689.24,1044.807463645935,0.79058224,0.00016824086,0.0037570675,215,440320
442368,0.0,0.04145508,1.4886198e-06,0.04632622003555298,423,692.85,1049.5874099731445,0.784673,-0.0009492418,0.0037062285,216,442368
444416,0.0,0.064941406,6.0394365e-07,0.04036355018615723,403,694.69,1054.421348810196,0.77784157,-0.0030745575,0.0054524005,217,444416
446464,0.0,0.052197266,3.8747174e-07,0.035120487213134766,421,698.18,1059.4986629486084,0.77343327,-0.0023193697,0.0044797445,218,446464
448512,0.0,0.05029297,1.9386337e-07,0.05106896162033081,436,699.48,1064.3652896881104,0.7689618,-0.0017289082,0.0042658756,219,448512
450560,0.0,0.054492187,2.0507045e-07,-0.13589024543762207,401,702.41,1069.0589554309845,0.7698623,-0.0016024351,0.004511968,220,450560
452608,0.0,0.074560545,1.6435395e-07,-0.18320417404174805,416,705.5,1074.1660017967224,0.77056766,-0.0034698755,0.006233838,221,452608
454656,0.0,0.070458986,1.5525981e-06,-0.10582637786865234,422,705.89,1079.0857124328613,0.76221466,-0.0041121356,0.005721506,222,454656
456704,0.0,0.045458984,3.1847012e-06,-0.13884365558624268,440,705.39,1083.9381594657898,0.76043785,-0.0017763504,0.0039123157,223,456704
458752,0.0,0.045703124,1.8492285e-05,-0.1655292510986328,407,707.78,1088.5861277580261,0.7581238,-6.618038e-05,0.0039320574,224,458752
460800,0.0,0.086279295,3.0716046e-07,-0.2733062505722046,430,709.27,1093.608187198639,0.7574105,-0.006442973,0.006835679,225,460800
462848,0.0,0.0769043,2.0926072e-07,-0.2341456413269043,415,711.3,1098.3734924793243,0.7588175,-0.004306982,0.006565462,226,462848
464896,0.0,0.03203125,2.0273583e-07,-0.3792283535003662,443,711.16,1103.305523633957,0.7530005,-0.00011672189,0.003202493,227,464896
466944,0.0,0.054785155,7.9590507e-07,-0.05663013458251953,388,709.09,1107.927390575409,0.7530679,-0.00069323194,0.004586707,228,466944
468992,0.0,0.066992186,4.9942366e-07,-0.28177011013031006,407,707.34,1113.204973936081,0.7503333,-0.0040433668,0.0054825344,229,468992
471040,0.0,0.07148437,1.0297056e-06,-0.561974048614502,418,703.56,1118.2321944236755,0.757416,-0.0028881524,0.005885233,230,471040
473088,0.0,0.041650392,1.9475142e-06,-0.22485923767089844,390,702.2,1123.125051498413,0.77363056,-0.0017416312,0.0035616707,231,473088
475136,0.0,0.07680664,6.1660344e-06,-0.25167226791381836,434,701.65,1128.3740260601044,0.78606343,-0.004866646,0.0062057422,232,475136
477184,0.0,0.058740236,1.7087466e-06,-0.16640782356262207,431,703.32,1133.088713169098,0.7858453,-0.0046066595,0.0049737277,233,477184
479232,0.0,0.051171876,8.8188983e-07,-0.1710132360458374,431,701.67,1137.84131026268,0.7684869,-0.00248665,0.0047231545,234,479232
481280,0.0,0.058496095,5.32441e-07,-0.17005717754364014,408,698.74,1142.585357427597,0.7557144,-0.0016858313,0.0048562805,235,481280
483328,0.0,0.06484375,2.7253526e-07,-0.1560955047607422,427,698.35,1147.5942177772522,0.7521895,-0.0026158136,0.0055369856,236,483328
485376,0.0,0.07539062,2.0355881e-05,-0.16090261936187744,402,695.05,1152.382381439209,0.7583042,-0.007013821,0.00613638,237,485376
487424,0.0,0.06313477,3.840484e-06,-0.18345308303833008,416,691.29,1157.468091249466,0.7625061,-0.003807354,0.0053077163,238,487424
489472,0.0,0.047021486,1.4475045e-06,-0.0888291597366333,433,689.57,1162.3894741535187,0.73778456,-0.0023645612,0.004338666,239,489472
491520,0.0,0.0668457,6.329293e-07,-0.11185348033905029,419,685.87,1167.1194829940796,0.7290756,-0.0020402265,0.0052340203,240,491520
493568,0.0,0.051611327,9.3293045e-07,-0.015351653099060059,409,685.03,1172.0067791938782,0.7345511,-0.002157982,0.004514077,241,493568
495616,0.0,0.107177734,3.3132136e-07,0.006921172142028809,407,681.6,1177.0122187137604,0.740649,-0.0071138805,0.008648379,242,495616
497664,0.0,0.0803711,3.3692237e-07,-0.1688995361328125,403,680.7,1182.0350532531738,0.7498294,-0.0031043445,0.006496454,243,497664
499712,0.0,0.07724609,1.3739053e-07,-0.2224949598312378,420,675.5,1187.1068346500397,0.749828,-0.003427385,0.0060687335,244,499712
501760,0.0,0.0703125,1.8336448e-06,-0.2293781042098999,415,674.35,1191.9825882911682,0.74519926,-0.0050084754,0.0058366666,245,501760
503808,0.0,0.040283203,6.746826e-08,-0.3708946704864502,402,672.12,1196.9123361110687,0.736446,-0.00066209474,0.003810997,246,503808
505856,0.0,0.07734375,9.4293874e-08,-0.4763457775115967,407,666.8,1201.9992640018463,0.7302544,-0.0030521676,0.0063736015,247,505856
507904,0.0,0.064257815,1.5745218e-06,-0.3442869186401367,425,665.13,1207.0254871845245,0.7297923,-0.0029330715,0.005462166,248,507904
509952,0.0,0.04868164,1.4487401e-06,-0.28781211376190186,435,659.03,1211.8379740715027,0.7176873,-0.0026392736,0.004380897,249,509952
512000,0.0,0.04501953,5.7032426e-06,-0.32394516468048096,401,655.14,1216.5468320846558,0.71667755,-0.001663463,0.003858113,250,512000
514048,0.0,0.052246094,8.1691405e-06,-0.20469343662261963,423,649.74,1221.6504521369934,0.72482485,-0.0016029576,0.004752505,251,514048
516096,0.0,0.056005858,2.5645936e-06,-0.04235100746154785,401,648.19,1226.4917755126953,0.7346467,-0.0011526537,0.0046045044,252,516096
518144,0.0,0.059033204,2.0328694e-06,-0.09431684017181396,449,644.28,1231.5970134735107,0.7481224,-0.0004500597,0.0046347855,253,518144
520192,0.0,0.056005858,1.796162e-06,-0.22985565662384033,425,644.07,1236.150107383728,0.76413125,-0.0014747072,0.0046362807,254,520192
522240,0.0,0.0680664,3.6676636e-07,-0.16702485084533691,427,644.98,1240.960952281952,0.7765099,-0.004198078,0.0055885958,255,522240
524288,0.0,0.060839843,5.324484e-07,-0.1672682762145996,423,638.52,1245.7506232261658,0.7757917,-0.0015862761,0.005045195,256,524288
526336,0.0,0.04941406,8.300931e-07,-0.0485609769821167,388,634.38,1250.5916051864624,0.77468747,-0.0015237803,0.0042098835,257,526336
528384,0.0,0.05415039,2.7370284e-06,0.047337889671325684,404,635.52,1255.8662431240082,0.7845081,-0.0023739939,0.0046708365,258,528384
530432,0.0,0.06225586,1.0408678e-07,0.2862001061439514,408,636.93,1260.9256281852722,0.78731275,-0.002226093,0.0051946957,259,530432
532480,0.0,0.06801758,2.3338207e-07,0.2650783061981201,401,636.31,1265.9446160793304,0.78553635,-0.002248133,0.005862123,260,532480
534528,0.0,0.074804686,7.014257e-07,0.28304243087768555,432,636.67,1271.0485818386078,0.7888497,-0.004021886,0.0058679003,261,534528
536576,0.0,0.06894531,5.955016e-06,-0.23545372486114502,402,636.96,1275.7880611419678,0.80141413,-0.0032820117,0.0056644413,262,536576
538624,0.0,0.05029297,5.7331806e-07,-0.0677727460861206,442,636.34,1280.8766832351685,0.81060344,-0.0015517657,0.004398437,263,538624
540672,0.0,0.079882815,4.0625181e-07,-0.12995922565460205,427,631.1,1285.5106070041656,0.8006698,-0.0049771545,0.0062924386,264,540672
542720,0.0,0.08896484,4.074122e-07,-0.11444556713104248,426,631.36,1290.3065168857574,0.8055068,-0.004927552,0.006862125,265,542720
544768,0.0,0.058007814,8.5839486e-07,-0.18206846714019775,448,629.93,1295.115104675293,0.8213795,-0.004018518,0.0049660695,266,544768
546816,0.0,0.06225586,1.4807124e-06,-0.318279504776001,452,628.01,1299.6829187870026,0.8116862,-0.0011239748,0.0053778114,267,546816
548864,0.0,0.07080078,7.044599e-06,-0.28506410121917725,435,623.2,1304.2140381336212,0.80597496,-0.004158229,0.005758192,268,548864
550912,0.0,0.061621092,1.4192327e-07,-0.12974488735198975,417,622.39,1308.9127628803253,0.8149945,-0.0022371714,0.0048796614,269,550912
552960,0.0,0.05683594,1.0253177e-07,-0.20206224918365479,410,624.47,1313.8145487308502,0.83310425,-0.0031343568,0.0047989166,270,552960
555008,0.0,0.044189453,1.77778e-07,0.0402560830116272,447,621.86,1318.7989954948425,0.82855475,-0.001511459,0.0042597377,271,555008
557056,0.0,0.05283203,3.9629304e-06,-0.7629494667053223,395,621.59,1323.3760652542114,0.81757355,-0.0016362587,0.00457408,272,557056
559104,0.0,0.05517578,3.4856697e-08,-0.39798426628112793,437,618.97,1328.559562444687,0.8138894,-0.0024740691,0.00476076,273,559104
561152,0.0,0.049951173,1.6340995e-07,-0.37767481803894043,407,622.16,1333.2465670108795,0.8035962,-0.0022019197,0.004350993,274,561152
563200,0.0,0.07910156,1.687426e-07,-0.5616029500961304,423,620.67,1338.2789931297302,0.77649045,-0.0074107395,0.0072200596,275,563200
565248,0.0,0.06572266,2.3674404e-07,-0.1673811674118042,428,617.56,1343.119048833847,0.768964,-0.0017808791,0.0053782435,276,565248
567296,0.0,0.06826172,4.419469e-06,-0.41843724250793457,433,613.49,1347.897676706314,0.76629573,-0.0029711719,0.0057937275,277,567296
569344,0.0,0.08364258,5.9946177e-07,-0.37479865550994873,430,609.73,1352.6203496456146,0.7625791,-0.0057256576,0.006818045,278,569344
571392,0.0,0.05234375,1.2111194e-07,-0.0172959566116333,390,608.33,1357.3778398036957,0.76251423,-0.00217885,0.004503415,279,571392
573440,0.0,0.063964844,9.2710223e-07,-0.04137396812438965,427,605.06,1362.6199684143066,0.75858545,-0.0037916366,0.0052388334,280,573440
575488,0.0,0.038476564,3.7648562e-07,0.032304227352142334,430,600.27,1367.4174273014069,0.7476355,0.00039889952,0.0037234873,281,575488
577536,0.0,0.054101564,1.2660623e-06,-0.046802639961242676,441,596.3,1372.1738708019257,0.7431431,-0.0009755672,0.0049612424,282,577536
579584,0.0,0.045703124,2.1173241e-06,-0.1014251708984375,430,592.29,1376.8175477981567,0.7424914,-0.0023584988,0.003991271,283,579584
581632,0.0,0.0640625,7.966458e-07,-0.018475890159606934,408,586.41,1381.5713274478912,0.74300426,-0.0028740638,0.005196777,284,581632
583680,0.0,0.057714842,1.5132503e-06,0.03248023986816406,427,583.14,1386.591540813446,0.73859864,-0.0013854995,0.0048449407,285,583680
585728,0.0,0.062158205,1.1410945e-06,-0.1042013168334961,407,578.13,1391.3867094516754,0.7290623,-0.0047836653,0.0056215795,286,585728
587776,0.0,0.068310544,2.2582676e-06,0.014887809753417969,409,573.28,1396.408281803131,0.73447174,-0.0024687387,0.0053543034,287,587776
589824,0.0,0.07714844,1.8160162e-07,0.08394473791122437,404,569.34,1401.4064993858337,0.7278526,-0.0042159995,0.006216728,288,589824
591872,0.0,0.11040039,1.2805059e-07,-0.06336855888366699,436,566.59,1406.465431690216,0.7306247,-0.0085961595,0.0084108,289,591872
593920,0.0,0.040136717,6.7305054e-06,-0.1345362663269043,424,560.21,1411.1622562408447,0.75297403,3.5084562e-05,0.003550455,290,593920
595968,0.0,0.05805664,3.019461e-06,-0.32973504066467285,396,558.97,1415.9829106330872,0.75097835,-0.002683041,0.0049270103,291,595968
598016,0.0,0.06196289,2.653813e-07,-0.15222978591918945,425,555.56,1421.1536474227905,0.7384409,-0.004743457,0.005348142,292,598016
600064,0.0,0.066064455,2.3771454e-06,-0.0868692398071289,403,552.21,1425.9641964435577,0.73253727,-0.002204936,0.0053000036,293,600064
602112,0.0,0.06201172,3.104157e-07,-0.14576542377471924,417,551.67,1431.0443224906921,0.7350451,-0.0011352489,0.0051870816,294,602112
604160,0.0,0.051416017,1.2888518e-07,-0.13425588607788086,426,553.75,1435.9539856910706,0.72564566,-0.00068703166,0.004446898,295,604160
606208,0.0,0.07709961,8.483396e-08,-0.6093113422393799,417,551.18,1440.7523798942566,0.7130965,-0.006093409,0.0062685586,296,606208
608256,0.0,0.061914064,6.8531506e-07,-0.6592110395431519,408,547.71,1445.6551365852356,0.7177019,-0.0011619496,0.0053010886,297,608256
610304,0.0,0.07368164,1.9197054e-07,-0.26421403884887695,426,547.26,1450.6745388507843,0.7282718,-0.0028955445,0.0055476795,298,610304
612352,0.0,0.051123045,1.871297e-07,-0.12367606163024902,440,545.45,1455.4831178188324,0.73084056,-0.0015468227,0.004420062,299,612352
614400,0.0,0.07626953,7.8967633e-07,-0.24931824207305908,398,544.23,1460.1370837688446,0.7344605,-0.004452522,0.0061579263,300,614400
616448,0.0,0.08959961,2.1293124e-06,-0.7200958728790283,401,544.38,1465.2788996696472,0.73461306,-0.0033812881,0.007052469,301,616448
618496,0.0,0.06137695,1.9458426e-07,-0.3178236484527588,411,545.4,1470.3827517032623,0.7193832,-0.003967406,0.0051417425,302,618496
620544,0.0,0.07705078,1.5297626e-06,-0.12312126159667969,422,545.99,1475.3605735301971,0.7143478,-0.003933046,0.005998606,303,620544
622592,0.0,0.05620117,5.0509047e-06,-0.10089433193206787,410,549.31,1480.2047698497772,0.7259205,-0.0036277878,0.0047733914,304,622592
624640,0.0,0.04550781,6.216879e-06,-0.3278348445892334,412,548.39,1485.1969647407532,0.7191359,-0.0013143528,0.0041317004,305,624640
626688,0.0,0.06694336,9.16722e-07,-0.08878052234649658,419,548.21,1490.166434288025,0.71336246,-0.0024370812,0.0057938495,306,626688
628736,0.0,0.0725586,1.1386912e-06,-0.029670000076293945,416,548.19,1495.0506336688995,0.71539074,-0.004287574,0.0056598606,307,628736
630784,0.0,0.05595703,2.5657096e-06,0.018930435180664062,410,550.88,1499.9655365943909,0.7270286,-0.0013090721,0.0046250173,308,630784
632832,0.0,0.06323242,1.7844435e-07,0.11997818946838379,434,552.99,1504.9598104953766,0.7353862,-0.0018009979,0.0052541406,309,632832
634880,0.0,0.05683594,1.06621144e-07,0.22232872247695923,420,555.09,1509.6798412799835,0.74114895,-0.0033382126,0.0044652037,310,634880
636928,0.0,0.052197266,4.398389e-07,0.4527485966682434,415,558.34,1514.5486116409302,0.7449825,-0.0018630201,0.0045470474,311,636928
638976,0.0,0.06088867,3.4768203e-07,0.062259674072265625,426,562.89,1519.473599910736,0.74069214,-0.0027018825,0.00498036,312,638976
641024,0.0,0.06337891,6.8702997e-07,-0.13116073608398438,439,563.9,1524.2724645137787,0.738084,-0.004393716,0.005139064,313,641024
643072,0.0,0.05522461,1.3883223e-06,-0.17750024795532227,413,565.53,1528.9357612133026,0.7442011,-0.004838161,0.0046146694,314,643072
645120,0.0,0.061767578,5.6258375e-07,-0.011463284492492676,424,564.37,1533.890540599823,0.7518323,-0.0019435228,0.0050627487,315,645120
647168,0.0,0.062597655,3.9645334e-07,0.04578137397766113,399,566.58,1538.7199704647064,0.753451,-0.0020902506,0.0050700284,316,647168
649216,0.0,0.054882813,5.828715e-07,-0.025873184204101562,420,569.73,1543.8517155647278,0.7547294,-0.0017204303,0.004514024,317,649216
651264,0.0,0.06777344,1.0189007e-06,-0.2694796323776245,417,575.08,1548.7227575778961,0.7557723,-0.0037743854,0.005652109,318,651264
653312,0.0,0.051611327,7.129611e-08,-0.4600045680999756,423,573.06,1553.6309185028076,0.73617995,-0.0024759318,0.0047279363,319,653312
655360,0.0,0.056005858,6.0515117e-06,-0.12647151947021484,400,574.92,1558.4632897377014,0.7236003,-0.002364663,0.0048184944,320,655360
657408,0.0,0.064257815,1.6830299e-07,-0.15364742279052734,407,575.29,1563.5826988220215,0.7223761,-0.0008188405,0.005176951,321,657408
659456,0.0,0.047558594,8.8090516e-08,-0.9001957178115845,429,575.75,1568.6045067310333,0.7161778,-0.0014854377,0.0043230723,322,659456
661504,0.0,0.059570312,1.2272355e-05,-1.390115737915039,406,575.89,1573.3784625530243,0.70523304,-0.0013097759,0.005001948,323,661504
663552,0.0,0.054101564,7.5685302e-06,-0.07356071472167969,393,578.77,1578.4146597385406,0.71140814,-0.0022781286,0.0045636236,324,663552
665600,0.0,0.074365236,5.5451113e-07,-0.052121877670288086,383,579.45,1583.623860359192,0.7247391,-0.005864066,0.006075048,325,665600
667648,0.0,0.06611328,3.6570447e-07,-0.03310501575469971,398,582.81,1588.9617774486542,0.7207246,-0.0053709187,0.0054550953,326,667648
669696,0.0,0.059570312,1.4948996e-07,0.020088672637939453,413,584.42,1594.1002073287964,0.7179973,-0.0009665064,0.0046305032,327,669696
671744,0.0,0.08046875,3.7076865e-07,0.10805386304855347,417,586.94,1599.0507597923279,0.7289267,-0.0035979778,0.006281352,328,671744
673792,0.0,0.05053711,7.839212e-07,-0.06799817085266113,419,585.9,1603.959103345871,0.727274,-0.0034203469,0.004353677,329,673792
675840,0.0,0.061865233,1.7284168e-06,0.04656106233596802,396,585.08,1608.8398838043213,0.7227263,-0.0030985982,0.0049084346,330,675840
677888,0.0,0.07236328,3.9344723e-06,-0.2082282304763794,408,586.85,1614.0070283412933,0.7277938,-0.0040113083,0.005976602,331,677888
679936,0.0,0.06459961,1.08381585e-07,-0.10040521621704102,421,578.0,1619.025431394577,0.7436049,-0.003031135,0.005265865,332,679936
681984,0.0,0.068798825,3.686358e-07,-0.149053692817688,425,577.94,1623.8805539608002,0.7493332,-0.004415297,0.005950946,333,681984
684032,0.0,0.05415039,5.8035164e-07,-0.09592878818511963,400,580.26,1628.6964657306671,0.73935354,-0.0033845461,0.0044632084,334,684032
686080,0.0,0.079833984,1.06235646e-07,-0.15072369575500488,431,580.89,1633.8111951351166,0.7418838,-0.005662501,0.0061703906,335,686080
688128,0.0,0.06962891,6.886206e-08,-0.22358739376068115,431,578.55,1638.5614404678345,0.74809694,-0.0020978658,0.0053408444,336,688128
690176,0.0,0.08686523,4.1217808e-07,-0.23602747917175293,412,575.09,1643.31005525589,0.7540814,-0.003952443,0.006650393,337,690176
692224,0.0,0.08256836,1.8930645e-05,-0.12218761444091797,431,577.54,1648.275645494461,0.768479,-0.0038990795,0.0066743633,338,692224
