serial_timesteps,ep_reward_mean,ep_len_mean,policy_loss,approxkl,value_loss,policy_entropy,total_timesteps,clipfrac,n_updates,fps,time_elapsed,explained_variance
397312,1696.1807442399995,1794.16,-0.0008603133,0.004707472,18.643543,2.8323047,397312,0.05732422,194,295,1306.9545454978943,0.01704496145248413
399360,1696.20065993,1794.16,-0.0018799519,0.0035689413,18.945576,2.8456817,399360,0.042285156,195,293,1313.898297071457,0.006178438663482666
401408,1695.97669757,1794.16,-0.0019796682,0.0039383243,18.202946,2.855394,401408,0.04350586,196,292,1320.8735377788544,0.026442348957061768
403456,1696.0205935,1794.16,0.00010843412,0.0017228978,18.961258,2.857336,403456,0.012353515,197,293,1327.8810980319977,-0.0014628171920776367
405504,1695.98738791,1794.16,-0.000275269,0.0029663811,17.790907,2.8507369,405504,0.026757812,198,292,1334.8719992637634,0.0662960410118103
407552,1695.81768025,1794.16,-0.002071978,0.0037610424,18.364592,2.840637,407552,0.04111328,199,294,1341.8813128471375,0.04503244161605835
409600,1696.5453117999998,1794.16,-0.0026009374,0.003237788,18.91276,2.8375936,409600,0.04033203,200,290,1348.8412399291992,-0.026028037071228027
411648,1696.41911052,1794.16,-0.0012821241,0.004490954,18.070871,2.8397484,411648,0.05283203,201,291,1355.8902990818024,0.11797457933425903
413696,1703.6562279499997,1801.59,-0.002051471,0.0034980006,18.437588,2.848178,413696,0.042675782,202,287,1362.925681591034,0.05279994010925293
415744,1712.0944258299999,1810.36,-0.0012197223,0.0028664363,15.8384,2.850956,415744,0.029736329,203,290,1370.0571706295013,0.26125937700271606
417792,1721.86752128,1820.27,-0.0012483585,0.0019789755,19.26407,2.8452995,417792,0.01694336,204,293,1377.1009268760681,0.024745404720306396
419840,1730.9890235399998,1829.33,-0.0016345369,0.0040030265,18.308735,2.8455713,419840,0.045996092,205,291,1384.0873079299927,0.1022682785987854
421888,1737.87987497,1835.82,0.00051591825,0.0009767571,17.262949,2.8442018,421888,0.0034179688,206,291,1391.1177871227264,0.16995877027511597
423936,1750.8188876599995,1849.32,-0.0006790202,0.0034901246,18.394045,2.8372076,423936,0.038183592,207,289,1398.1564602851868,0.010593831539154053
425984,1763.5487791199996,1862.7,-0.00081417616,0.0037816234,19.060751,2.8382092,425984,0.039697267,208,291,1405.2316436767578,0.05188781023025513
428032,1775.60798982,1875.13,-0.004119216,0.0050561638,18.552593,2.8404598,428032,0.06577148,209,292,1412.2545363903046,0.06916016340255737
430080,1782.11705718,1881.79,-0.0036890912,0.0040168194,16.222157,2.8516734,430080,0.050341796,210,292,1419.246630191803,0.26590222120285034
432128,1787.8465820700003,1887.77,-0.0017023396,0.00348017,7.2537665,2.8605359,432128,0.037597656,211,293,1426.2464129924774,0.7916227579116821
434176,1796.4016719,1896.48,-0.003361607,0.0033273615,19.130373,2.8433318,434176,0.029101562,212,291,1433.223614692688,-0.008942961692810059
436224,1809.5935178600002,1910.0,-0.0014627046,0.0022400743,18.86208,2.830427,436224,0.021240234,213,290,1440.2395548820496,0.03826785087585449
438272,1818.9880962700004,1920.17,-0.0007206084,0.0026704671,18.625128,2.8441563,438272,0.025927734,214,296,1447.2795858383179,0.03841346502304077
440320,1832.7163102600002,1934.58,-0.0014936456,0.0027468407,17.363678,2.8511398,440320,0.027539063,215,300,1454.1858150959015,0.12127399444580078
442368,1836.4925547599998,1938.72,-0.0064068427,0.005202565,18.277386,2.8613172,442368,0.066503905,216,292,1461.0135576725006,0.02428114414215088
444416,1840.6265969799997,1942.81,-0.0031285926,0.0033511042,18.133694,2.8805184,444416,0.04194336,217,292,1468.0257034301758,0.11211282014846802
446464,1840.5040127099999,1942.81,-0.00068314455,0.0022389775,17.695408,2.8875835,446464,0.018994141,218,292,1475.0200502872467,0.13820099830627441
448512,1847.4388101099998,1950.19,0.00010073443,0.0020670767,18.31331,2.883643,448512,0.019628907,219,291,1482.02330493927,0.09982270002365112
450560,1847.2556455099996,1950.19,-0.001549612,0.0039585484,17.919165,2.8819778,450560,0.047216795,220,292,1489.0604424476624,0.14063167572021484
452608,1847.3298539899997,1950.19,-0.0024166047,0.0035096623,19.043139,2.8809218,452608,0.036621094,221,293,1496.0691418647766,0.026292860507965088
454656,1847.22778817,1950.19,-0.0009773135,0.002798603,18.289513,2.8794084,454656,0.026953125,222,294,1503.0385076999664,0.2627532482147217
456704,1847.15203544,1950.19,-0.0028591158,0.004839622,18.822063,2.8867078,456704,0.055859376,223,294,1510.002536058426,0.013505339622497559
458752,1851.8303056700001,1954.84,-0.0014838582,0.0027206729,19.033854,2.9110734,458752,0.03100586,224,290,1516.9659450054169,0.01071929931640625
460800,1852.0825790699998,1954.84,-0.0011834666,0.002533034,18.607914,2.9273245,460800,0.025634766,225,290,1524.0254991054535,0.01232987642288208
462848,1852.26780662,1954.84,-0.00013287686,0.0029620873,19.129322,2.9254336,462848,0.027783204,226,289,1531.0915582180023,-0.016124844551086426
464896,1861.0263234100003,1963.96,-0.0010735956,0.0023874375,18.099728,2.9262996,464896,0.02265625,227,290,1538.1662366390228,0.11603260040283203
466944,1870.1995348300002,1972.97,-0.00062271266,0.002761192,18.207678,2.9306073,466944,0.031103516,228,285,1545.211156129837,0.0937013030052185
468992,1876.5721938200002,1978.93,-0.0005668858,0.0024175276,19.14978,2.9251404,468992,0.01665039,229,287,1552.3784942626953,-0.007233619689941406
471040,1884.3105405099998,1986.68,-0.001594424,0.003375718,18.591656,2.9242759,471040,0.037158202,230,288,1559.4921679496765,0.04121178388595581
473088,1891.7125735200002,1994.39,-0.00091435184,0.0022282223,18.385828,2.9284177,473088,0.021337891,231,285,1566.5955069065094,0.07755988836288452
475136,1891.7432178100003,1994.39,-0.001473067,0.0021100794,18.501417,2.9353075,475136,0.019091796,232,291,1573.7604570388794,0.040097832679748535
477184,1897.1799766500003,1999.48,-0.002158298,0.0027752146,18.629515,2.9520636,477184,0.030957032,233,288,1580.7882168293,0.029676496982574463
479232,1897.4150612500002,1999.48,-0.001511834,0.004203961,18.776363,2.977731,479232,0.053857423,234,288,1587.877994298935,-0.00403749942779541
481280,1897.5592339399998,1999.48,5.717601e-05,0.0034288708,18.708445,2.9957228,481280,0.037841797,235,289,1594.9761898517609,-0.014022111892700195
483328,1897.9737972,1999.48,-0.0017848315,0.0034135382,18.766855,2.9857917,483328,0.031445313,236,287,1602.0486023426056,-0.006591320037841797
485376,1904.3117305000005,2005.86,-0.0022083737,0.0037115118,17.593843,2.9757981,485376,0.044433594,237,285,1609.168018579483,0.10280764102935791
487424,1909.53417054,2011.12,-0.0029975832,0.003950106,18.1663,2.990414,487424,0.046191406,238,288,1616.3358800411224,0.02083951234817505
489472,1909.1212805400003,2011.12,-0.0024396733,0.0030758434,18.451473,3.0016704,489472,0.03261719,239,285,1623.441815853119,0.03124105930328369
491520,1908.71253335,2011.12,-0.0023571276,0.0047298106,18.68055,3.005465,491520,0.05629883,240,288,1630.6243631839752,0.018581092357635498
493568,1908.49271316,2011.12,-0.0014979582,0.0035920322,18.70897,2.995607,493568,0.03491211,241,285,1637.729707956314,0.010606765747070312
495616,1908.7720302199998,2011.12,-0.00022364137,0.0024287151,18.358938,3.0055501,495616,0.023632813,242,286,1644.8926305770874,0.06480783224105835
497664,1908.5386147899997,2011.12,-0.002747849,0.0046209325,19.15442,3.0155725,497664,0.054052733,243,287,1652.04736161232,-0.005136847496032715
499712,1909.3064318999998,2011.12,-0.0005916401,0.0016071575,18.999697,3.019795,499712,0.014208985,244,289,1659.1676528453827,-0.015145540237426758
501760,1909.1400229799997,2011.12,-0.0013821567,0.0024157292,17.791477,3.0202153,501760,0.020996094,245,289,1666.2564067840576,0.030633270740509033
503808,1909.1264506900002,2011.12,-0.0003610393,0.0014941485,18.445658,3.0274487,503808,0.014160156,246,291,1673.336163520813,0.039666831493377686
505856,1908.9878110700001,2011.12,-0.0017023673,0.0023152502,18.807468,3.0390677,505856,0.02236328,247,290,1680.374841928482,0.00922536849975586
507904,1909.0375861200002,2011.12,-0.0021367655,0.004491111,19.02259,3.0598288,507904,0.055078126,248,285,1687.4355325698853,-0.020589709281921387
509952,1909.2150437700004,2011.12,-0.001201155,0.0014791662,18.107708,3.077907,509952,0.011914062,249,288,1694.6200981140137,0.05777013301849365
512000,1909.6143209900004,2011.12,-0.0008365546,0.0028343513,18.298862,3.0929697,512000,0.02861328,250,291,1701.7165849208832,0.03964287042617798
514048,1909.9983567200004,2011.12,-0.0021581238,0.0025752392,18.447971,3.0986502,514048,0.025195312,251,289,1708.7446835041046,0.06692969799041748
516096,1910.49763932,2011.12,-0.0006945558,0.0014871153,19.056986,3.100017,516096,0.013525391,252,286,1715.8091135025024,0.007396996021270752
518144,1910.87560122,2011.12,-0.00091795495,0.0030410965,17.998783,3.0933745,518144,0.031640626,253,293,1722.9528803825378,0.155464768409729
520192,1910.57628783,2011.12,-0.0009131582,0.0019649921,16.806084,3.1045947,520192,0.018652344,254,290,1729.9330689907074,0.2431555986404419
522240,1910.75937289,2011.12,-0.0026806756,0.0044905934,17.822102,3.1275682,522240,0.054492187,255,292,1736.9779286384583,0.11864304542541504
524288,1910.6977474799996,2011.12,-0.001627353,0.003669234,18.628008,3.140529,524288,0.043554686,256,292,1743.9758944511414,0.08660382032394409
526336,1911.0826111999997,2011.12,-0.00094510894,0.0025385942,18.931927,3.1550453,526336,0.02602539,257,290,1750.979441165924,-0.006827116012573242
528384,1911.39078779,2011.12,-0.00061426865,0.001570257,18.973053,3.1562653,528384,0.0086425785,258,293,1758.033638715744,0.010327458381652832
530432,1912.25605936,2011.12,-0.003471996,0.0032105807,18.361738,3.1485612,530432,0.035742186,259,290,1765.008390903473,0.05325484275817871
532480,1912.08042766,2011.12,-0.0010565688,0.001975849,19.021072,3.1528192,532480,0.01826172,260,295,1772.070904493332,0.016212880611419678
534528,1924.13715033,2023.47,-0.0005824004,0.0024719008,19.080997,3.1694798,534528,0.026416015,261,291,1779.0078601837158,-0.01630222797393799
536576,1924.5505902699997,2023.47,-0.003126803,0.0030287332,18.458347,3.175874,536576,0.03334961,262,290,1786.0292754173279,0.06190478801727295
538624,1924.4078181699997,2023.47,-0.002056691,0.0033311094,18.366339,3.1855278,538624,0.039648436,263,289,1793.0932726860046,0.07038486003875732
540672,1925.09744274,2023.47,-0.0013465574,0.0023849078,19.028593,3.202132,540672,0.024804687,264,289,1800.1631643772125,-0.014480948448181152
542720,1927.1034211500003,2025.22,0.0006667819,0.002277213,19.248995,3.2224507,542720,0.02216797,265,289,1807.2501559257507,-0.03390610218048096
544768,1927.10522085,2025.22,8.883017e-05,0.001307559,17.792715,3.2315993,544768,0.008154297,266,291,1814.329549074173,0.12373191118240356
546816,1926.8446933500004,2025.22,-0.0048375777,0.00566474,17.812635,3.2288527,546816,0.074365236,267,292,1821.3542773723602,0.09648847579956055
548864,1926.8978594899997,2025.22,-0.0035827428,0.0051839263,19.07005,3.2304492,548864,0.068847656,268,292,1828.369445323944,0.01599520444869995
550912,1916.6615722299998,2013.73,-0.002613918,0.0026962175,33.972782,3.2455895,550912,0.02841797,269,291,1835.3642683029175,0.17703819274902344
552960,1924.58487992,2021.58,-0.0040861,0.0036683872,18.878485,3.268866,552960,0.04350586,270,290,1842.3803021907806,0.0170518159866333
555008,1924.8916476699999,2021.58,-0.0035349973,0.0041864826,18.785246,3.2818723,555008,0.04838867,271,294,1849.4398291110992,0.009289085865020752
557056,1914.02993285,2010.23,-0.002863322,0.004122929,16.347795,3.2944627,557056,0.0515625,272,289,1856.404497385025,0.2030687928199768
559104,1914.0263062800002,2010.23,-0.003743078,0.002763603,18.439291,3.310969,559104,0.031201173,273,292,1863.4896581172943,0.09795361757278442
561152,1913.6324383600002,2010.23,-0.0009990411,0.0033427798,17.363676,3.3322823,561152,0.039746094,274,298,1870.5049631595612,0.2031230330467224
563200,1909.5945074200001,2006.52,-0.0029115223,0.0042279307,17.737167,3.3633423,563200,0.05126953,275,294,1877.3722949028015,0.11173117160797119
565248,1882.76898112,1978.61,-0.003294848,0.0035905093,39.406578,3.392491,565248,0.044287108,276,296,1884.3261935710907,0.5901501178741455
567296,1882.0562548399998,1978.09,-0.0028112323,0.004056067,14.551935,3.4017062,567296,0.045947265,277,291,1891.2261173725128,0.3784869909286499
569344,1882.4627330899998,1978.09,-0.0018854334,0.0026718073,18.964006,3.414307,569344,0.032226562,278,290,1898.2547857761383,0.08741021156311035
571392,1882.5120874799998,1978.09,-0.001051463,0.0026202062,19.206303,3.4276798,571392,0.026513672,279,292,1905.3044941425323,0.004698038101196289
573440,1882.5762804199996,1978.09,-0.0036633536,0.0034442297,18.710285,3.4236634,573440,0.034179688,280,289,1912.2990856170654,-0.002019047737121582
575488,1882.3701740099996,1978.09,-0.0008029068,0.0019154612,18.397636,3.4215446,575488,0.017773438,281,287,1919.3738300800323,0.08863377571105957
577536,1882.10090498,1978.09,-0.0037512723,0.0048338943,18.88901,3.4258895,577536,0.055126954,282,290,1926.4937176704407,-0.009167671203613281
579584,1882.6168580999997,1978.09,-0.0030282116,0.0036358605,19.16546,3.4281383,579584,0.043603517,283,287,1933.5356197357178,-0.024771451950073242
581632,1891.55522541,1987.88,-0.00047377488,0.0018179205,18.251637,3.424113,581632,0.016748047,284,290,1940.6710464954376,0.07444286346435547
583680,1891.3468702300001,1987.88,-0.00012220306,0.0016201669,18.099222,3.4205196,583680,0.013232422,285,288,1947.7302329540253,0.0887637734413147
585728,1891.8539663400004,1987.88,-0.0030129268,0.0026875378,18.665989,3.433232,585728,0.02890625,286,287,1954.8323121070862,0.02670043706893921
587776,1891.2616811000003,1987.88,-0.0036836606,0.0042605097,17.45853,3.4514718,587776,0.045703124,287,295,1961.9539785385132,0.1918366551399231
589824,1891.2699351700003,1987.88,-0.005698029,0.005299992,18.904331,3.4651096,589824,0.06616211,288,287,1968.8899793624878,0.020548880100250244
591872,1891.2217184000003,1987.88,-0.0024317442,0.003086662,18.531246,3.4695053,591872,0.03359375,289,289,1976.0261371135712,0.03945791721343994
593920,1891.09387216,1987.88,-0.0015973058,0.0020196564,18.99958,3.4710305,593920,0.019238282,290,291,1983.100533246994,0.020474255084991455
595968,1891.0807564699999,1987.88,-0.00448555,0.003955446,17.912819,3.4726043,595968,0.050488282,291,290,1990.1268408298492,0.07794243097305298
598016,1891.0169773699995,1987.88,-1.2571307e-05,0.00202872,18.193773,3.4793198,598016,0.020166015,292,291,1997.1802859306335,0.08880656957626343
600064,1891.4888904899992,1987.88,-0.00417672,0.0055796397,18.29987,3.4889836,600064,0.07026367,293,291,2004.2152698040009,0.08015388250350952
602112,1891.30515772,1987.88,-0.0040265904,0.0042439923,17.737537,3.494409,602112,0.051660158,294,294,2011.2527554035187,0.11455941200256348
604160,1890.97139673,1987.88,-2.3324352e-05,0.0021928982,18.594446,3.4984143,604160,0.023095703,295,288,2018.208343744278,0.019047200679779053
606208,1891.1911598899999,1987.88,-0.0026660573,0.002870701,18.649288,3.5036798,606208,0.030273438,296,291,2025.302475452423,0.0196988582611084
608256,1890.4877949999998,1987.88,-0.0045444793,0.0048543634,18.895248,3.5100968,608256,0.05996094,297,288,2032.3274941444397,-0.007269740104675293
610304,1890.5571160700001,1987.88,-0.001386207,0.0023904678,18.697025,3.5123184,610304,0.022216797,298,290,2039.4160134792328,0.006944060325622559
612352,1890.6337926600004,1987.88,-0.0012409679,0.002754043,19.039928,3.5062385,612352,0.024560547,299,289,2046.4793529510498,-0.0016872882843017578
614400,1890.75646253,1987.88,-0.0010318961,0.0025127537,18.293812,3.5019867,614400,0.02475586,300,288,2053.5542154312134,0.06651091575622559
616448,1890.57224895,1987.88,-0.0013236249,0.0027505197,18.509493,3.502718,616448,0.031103516,301,289,2060.6623587608337,0.03636974096298218
618496,1890.4790539800001,1987.88,-0.00058842136,0.0017452107,18.263803,3.5153522,618496,0.017431641,302,292,2067.7330865859985,0.1062854528427124
620544,1889.79726934,1987.88,-0.00021666297,0.0017862292,19.490007,3.523069,620544,0.015966797,303,289,2074.7465658187866,-0.03544962406158447
622592,1889.8798878700002,1987.88,-0.00077157625,0.0022897027,19.181257,3.5241559,622592,0.021826172,304,289,2081.8290877342224,-0.0340423583984375
624640,1890.0635124099997,1987.88,-0.0014909201,0.0016613832,18.069016,3.5410187,624640,0.015527343,305,285,2088.9113986492157,0.11065077781677246
626688,1890.2106942899998,1987.88,-0.00089377846,0.002418974,19.066212,3.5495918,626688,0.025537109,306,291,2096.0857729911804,-0.025726318359375
628736,1890.0467833999999,1987.88,-0.003289512,0.003180188,18.542097,3.5451787,628736,0.03569336,307,288,2103.1240293979645,0.0823635458946228
630784,1895.8818878199997,1994.02,-0.0023339726,0.0044276887,19.184416,3.5618768,630784,0.054785155,308,289,2110.234776496887,-0.02885293960571289
632832,1896.2935105899999,1994.02,-0.0008456209,0.00060454843,19.176418,3.5706773,632832,0.0015625,309,290,2117.3178317546844,-0.00931704044342041
634880,1896.27284955,1994.02,-0.0013545448,0.0034813676,18.657326,3.5679443,634880,0.037744142,310,294,2124.365115880966,0.039059579372406006
636928,1896.50628138,1994.02,-0.001505707,0.0020052656,17.976496,3.587176,636928,0.01875,311,292,2131.331342935562,0.10248410701751709
638976,1896.4933051700002,1994.02,-0.00085005845,0.0020813867,18.936676,3.608038,638976,0.018652344,312,296,2138.331329345703,0.0021982192993164062
641024,1891.1140665700002,1988.25,-0.0024323089,0.0036617431,7.9974604,3.6155307,641024,0.042138673,313,298,2145.233400821686,0.7908778786659241
643072,1890.8959865900001,1988.25,-0.0006153089,0.0015671097,19.108906,3.619529,643072,0.01430664,314,289,2152.08532166481,0.0062081217765808105
645120,1891.0287801800002,1988.25,-0.0017128022,0.002390212,18.527666,3.6208122,645120,0.022949219,315,287,2159.1536469459534,0.04004400968551636
647168,1891.4783302199999,1988.25,-0.001299514,0.0022603902,18.194536,3.6288877,647168,0.021972656,316,291,2166.2903831005096,0.09399932622909546
649216,1891.5640438500004,1988.25,-0.0018540325,0.0026749433,19.291088,3.636081,649216,0.028466797,317,292,2173.308862686157,-0.03264474868774414
