total_timesteps,value_loss,clipfrac,fps,policy_entropy,serial_timesteps,approxkl,n_updates,explained_variance,ep_reward_mean,policy_loss,ep_len_mean,time_elapsed
397312,2.0403695,0.07836914,324,0.5366337,397312,0.007477452,194,0.992720605339855,61.5,-0.0012703872,234.02,1223.3135862350464
399360,1.1928358,0.051074218,328,0.5216516,399360,0.004347644,195,0.9927608659490943,60.87,-0.0014073967,232.2,1229.6240901947021
401408,1.9385132,0.072021484,331,0.52008724,401408,0.0054749465,196,0.9875414278358221,62.28,-0.004220327,232.54,1235.8561582565308
403456,1.0577478,0.07856445,327,0.5149298,403456,0.0064444207,197,0.990730432793498,65.84,-6.2539357e-06,236.75,1242.0283918380737
405504,1.1798627,0.035986327,328,0.50783974,405504,0.0034641295,198,0.9891044590622187,64.81,-0.0022712962,236.27,1248.2816941738129
407552,0.867942,0.045947265,326,0.49929184,407552,0.0039563035,199,0.9929240853525698,65.11,-0.0006215234,236.16,1254.514833688736
409600,4.583824,0.055419922,320,0.49559012,409600,0.004778398,200,0.9892508089542389,68.47,-0.00095261,239.34,1260.7978494167328
411648,0.91984063,0.057373047,326,0.49964237,411648,0.004831449,201,0.9933492527343333,69.43,0.00043629878,240.28,1267.2000467777252
413696,1.9807825,0.047753908,324,0.5004813,413696,0.0039567137,202,0.994024979416281,72.97,-0.0032916095,244.45,1273.472397327423
415744,1.8861141,0.051464844,326,0.49343437,415744,0.004565977,203,0.9922726014629006,74.27,-0.0033613727,245.67,1279.7863068580627
417792,1.4767306,0.04350586,325,0.4868551,417792,0.004102934,204,0.993364776019007,74.35,-0.00083884597,245.86,1286.0637392997742
419840,1.5952356,0.07353516,327,0.4824279,419840,0.0060402574,205,0.9925947445444763,73.47,-0.005534939,245.98,1292.365611076355
421888,1.526808,0.037890624,330,0.4757224,421888,0.0033909087,206,0.9896202078089118,70.53,0.000109211775,244.52,1298.6234121322632
423936,1.1862928,0.038769532,332,0.47484636,423936,0.0035007764,207,0.9912630720064044,70.43,0.000977888,244.73,1304.8138055801392
425984,0.87141085,0.05644531,331,0.4804597,425984,0.004574044,208,0.9875617465004325,68.33,0.0009219291,242.77,1310.977349281311
428032,0.6821183,0.049902342,334,0.48318535,428032,0.0044809296,209,0.9939577183686197,67.5,-0.0008043911,241.74,1317.1520755290985
430080,0.92628336,0.08730469,329,0.48179093,430080,0.007018102,210,0.9906879402697086,68.01,-0.0060399473,242.25,1323.2841715812683
432128,0.73681635,0.036035158,325,0.4775249,432128,0.0035241623,211,0.9942633691243827,67.65,0.0010874238,241.27,1329.4998333454132
434176,1.0935103,0.06987305,330,0.4799796,434176,0.00572565,212,0.9924817462451756,64.76,-0.001464005,237.34,1335.7905752658844
436224,0.50644314,0.059472658,330,0.48974752,436224,0.004923228,213,0.991533886641264,60.68,0.0012212148,232.92,1341.9945328235626
438272,2.319096,0.05390625,323,0.48756137,438272,0.004498205,214,0.9927858021110296,59.72,-0.0014412614,231.96,1348.1933870315552
440320,0.7019225,0.04033203,325,0.4836204,440320,0.0037519846,215,0.9961947984993458,61.24,-0.0013872011,232.98,1354.5332612991333
442368,0.8808516,0.04145508,332,0.4832964,442368,0.0036552995,216,0.9889719458296895,58.32,-0.0007021873,229.14,1360.8238904476166
444416,1.2593176,0.06611328,331,0.4994719,444416,0.00547688,217,0.9926843303255737,59.35,-0.00036273827,227.57,1366.9863228797913
446464,1.2154696,0.07070313,332,0.51566136,446464,0.0056912266,218,0.9875677935779095,57.8,-0.0013018517,225.38,1373.1762435436249
448512,0.8017539,0.04790039,331,0.51898193,448512,0.0043037934,219,0.9935916131362319,57.64,-0.00023816273,224.43,1379.3475131988525
450560,1.7391323,0.06254883,322,0.5109131,450560,0.0052878163,220,0.9936745367012918,60.32,-0.0017217712,226.71,1385.5308647155762
452608,1.2312529,0.042236328,327,0.5016465,452608,0.003755008,221,0.9938172739930451,61.01,-0.0006982945,226.97,1391.8750293254852
454656,2.426603,0.030712891,324,0.48717088,454656,0.0030425538,222,0.9927458353340626,63.24,0.0003347093,229.5,1398.1305508613586
456704,1.3006966,0.061425783,328,0.48155785,456704,0.0048575066,223,0.9938979018479586,64.14,-0.002833346,231.47,1404.439608335495
458752,0.8270103,0.025292968,327,0.48949355,458752,0.0026779117,224,0.9940157872624695,63.92,0.0006567329,231.44,1410.671540260315
460800,1.7414544,0.06845703,322,0.48771134,460800,0.0057860664,225,0.9943488445132971,68.38,-0.0006149779,235.54,1416.9177763462067
462848,3.3215554,0.03276367,328,0.4820764,462848,0.0032109928,226,0.9870763970538974,66.53,-0.00080705574,233.29,1423.2640058994293
464896,1.0957987,0.07563476,331,0.4766985,464896,0.0061194445,227,0.9891807893291116,63.95,-0.0014614968,231.19,1429.508686542511
466944,0.7163023,0.074121095,336,0.4751834,466944,0.006702202,228,0.9919401314109564,62.54,-0.00051745557,230.18,1435.6864154338837
468992,0.6847981,0.066064455,328,0.4713994,468992,0.005425262,229,0.9952385281212628,63.25,-0.0030015162,230.05,1441.7782299518585
471040,0.73890084,0.065820314,332,0.46106204,471040,0.0054305354,230,0.9927687575109303,64.09,-0.0030706623,229.88,1448.0189096927643
473088,0.7893207,0.08945312,332,0.4706635,473088,0.00704697,231,0.9936500699259341,62.52,-0.005257383,228.14,1454.1749057769775
475136,0.7822757,0.041650392,330,0.46907252,475136,0.0037910107,232,0.9907777840271592,60.51,-0.00025235474,225.63,1460.3401753902435
477184,1.0103447,0.06928711,331,0.4613394,477184,0.005659098,233,0.9912638766691089,59.54,-0.0040987367,223.99,1466.5408883094788
479232,0.66547817,0.058154296,330,0.443295,479232,0.0056938557,234,0.9956717528402805,57.22,-0.000760018,220.24,1472.725569486618
481280,0.6871573,0.04472656,330,0.41698304,481280,0.0039705704,235,0.9963950086385012,57.74,-0.0018489568,219.45,1478.9151525497437
483328,0.32201108,0.062451173,335,0.41223168,483328,0.00529443,236,0.9961013738065958,54.82,-0.0026672333,216.45,1485.1235404014587
485376,0.97860193,0.076855466,326,0.40598392,485376,0.0061840406,237,0.9950363477692008,53.55,-0.003989379,213.42,1491.2284715175629
487424,0.28122145,0.075488284,333,0.39654443,487424,0.006256892,238,0.9979389111977071,54.79,0.00082197797,214.9,1497.5081014633179
489472,1.3584797,0.11054687,329,0.39109123,489472,0.008754814,239,0.9949077013880014,57.82,-0.0021089208,218.33,1503.6428744792938
491520,0.52995473,0.06557617,330,0.38303852,491520,0.0056599015,240,0.9942996213212609,57.65,-0.00043279678,218.19,1509.8573830127716
493568,0.8108598,0.059814453,333,0.37737164,493568,0.0050177276,241,0.9898591721430421,57.02,-0.0008425677,217.51,1516.0488243103027
495616,1.2107732,0.064892575,334,0.39029104,495616,0.005236708,242,0.9949990436434746,57.94,0.0009657885,219.29,1522.196137189865
497664,1.0840756,0.070410155,332,0.382065,497664,0.006022244,243,0.9916067933663726,58.04,-0.0004196878,218.86,1528.3246133327484
499712,0.80960023,0.08452149,331,0.37037224,499712,0.0065448238,244,0.9954828219488263,60.11,-0.0033551299,220.68,1534.4868927001953
501760,1.5031649,0.051416017,331,0.37521777,501760,0.0047056694,245,0.9947358518838882,61.61,-0.0014869787,223.23,1540.6665320396423
503808,0.7922224,0.053222656,335,0.3731405,503808,0.0044461195,246,0.9945308403111994,63.86,0.0016364036,225.18,1546.8433187007904
505856,1.0064319,0.044384766,336,0.37747318,505856,0.004006401,247,0.9942380622960627,65.64,0.0012384942,227.63,1552.9573225975037
507904,0.53087103,0.058007814,334,0.36308584,507904,0.0052097,248,0.9956075348891318,65.44,-0.00016802833,227.03,1559.0422208309174
509952,1.0867281,0.048046876,335,0.34088498,509952,0.0043814383,249,0.994339847471565,66.41,-0.00024994178,227.54,1565.1650371551514
512000,0.69804275,0.057275392,333,0.33306974,512000,0.0046899393,250,0.9969161651097238,66.01,-0.0016537035,226.73,1571.2802023887634
514048,0.7361459,0.0574707,336,0.3337096,514048,0.005032175,251,0.9954141834750772,66.57,-0.00051069976,227.12,1577.4289019107819
516096,0.64259,0.06894531,330,0.3232136,516096,0.005670525,252,0.9957557925954461,69.01,0.0005747973,230.04,1583.5271587371826
518144,0.715057,0.0737793,334,0.30348855,518144,0.0066191964,253,0.9965608061756939,67.48,-0.0010141035,228.3,1589.72021818161
520192,0.86202335,0.06845703,337,0.29337594,520192,0.005541178,254,0.9957867045886815,70.21,-0.0010913801,231.18,1595.8375825881958
522240,0.6339606,0.07319336,336,0.29293358,522240,0.005931826,255,0.9971772460266948,69.78,-0.001068691,230.94,1601.9023542404175
524288,0.23886427,0.07880859,334,0.28930908,524288,0.006550214,256,0.9980513054179028,67.77,-0.00017864627,228.76,1607.9859924316406
526336,0.50941414,0.079882815,334,0.28386578,526336,0.0062303324,257,0.9947656961157918,64.79,-0.0011471168,225.92,1614.108094215393
528384,0.91943425,0.077978514,336,0.28255188,528384,0.005912719,258,0.9956094524823129,64.1,-0.0008723582,224.72,1620.2237648963928
530432,0.7413267,0.07329102,337,0.27085727,530432,0.006171425,259,0.9936999976634979,63.56,0.00028012524,223.85,1626.3103721141815
532480,0.31171757,0.07084961,344,0.2604441,532480,0.0057757264,260,0.9947733380831778,61.63,-0.0010588479,221.65,1632.383723974228
534528,0.77673656,0.056152344,338,0.26873964,534528,0.0044955225,261,0.9948850846849382,59.45,-0.0011962217,218.26,1638.3357243537903
536576,0.7569448,0.06333008,331,0.2729918,536576,0.0053748423,262,0.9965175741817802,60.42,-0.00023162304,218.85,1644.3915605545044
538624,1.0099704,0.04902344,332,0.27239287,538624,0.004242653,263,0.9965010692831129,63.33,0.0007483335,221.29,1650.5785694122314
540672,1.4478947,0.05913086,343,0.28070652,540672,0.0046762177,264,0.9951111376285553,65.51,-3.572199e-05,222.26,1656.7416450977325
542720,0.74970007,0.07783203,332,0.2862435,542720,0.0063731037,265,0.9948437442071736,65.29,0.00072777754,221.71,1662.7077527046204
544768,0.42919523,0.051464844,337,0.28935993,544768,0.0043878006,266,0.9978423840366304,64.92,-0.0017186593,220.35,1668.8732993602753
546816,0.65958154,0.07651367,329,0.28841066,546816,0.006144018,267,0.9967079693451524,65.07,-0.0013861113,220.45,1674.9463548660278
548864,0.47816563,0.046923827,330,0.30173415,548864,0.003985073,268,0.9975600184407085,68.64,0.0010095288,223.8,1681.1678586006165
550912,0.46689922,0.09272461,339,0.3071059,550912,0.00746663,269,0.9906530128791928,65.06,-0.0010761188,221.09,1687.3744230270386
552960,1.2449602,0.04433594,331,0.30114663,552960,0.004007238,270,0.9960306189022958,68.73,0.0012167462,225.21,1693.4042377471924
555008,0.8258432,0.034326173,335,0.29371792,555008,0.0033101565,271,0.9967747305054218,71.72,-0.0018581474,228.13,1699.576637506485
557056,0.33953422,0.055517577,343,0.28759333,557056,0.0048735035,272,0.9975563844200224,71.27,0.001819103,228.57,1705.6850068569183
559104,0.40225315,0.079882815,338,0.2939114,559104,0.006544846,273,0.9968268908560276,69.89,-0.0012519832,227.76,1711.6570851802826
561152,0.76355875,0.07265625,331,0.29880267,561152,0.006130931,274,0.9967764196917415,67.32,-0.00042936864,224.99,1717.7080338001251
563200,0.6420897,0.058300782,335,0.28066966,563200,0.004934706,275,0.9958799066953361,65.86,-0.0006294575,223.93,1723.881021976471
565248,1.2294505,0.076123044,336,0.25957245,565248,0.006742198,276,0.9959913622587919,68.61,-0.002574472,226.31,1729.9982454776764
567296,0.4345878,0.05581055,341,0.24321115,567296,0.0049705226,277,0.9945708131417632,65.79,0.001818764,223.63,1736.0949296951294
569344,1.1976211,0.066064455,330,0.23881014,569344,0.005597237,278,0.9959889827296138,67.41,-0.0017609658,225.7,1742.101600408554
571392,1.1071355,0.062353514,333,0.23753181,571392,0.0052880314,279,0.9949230123311281,66.49,0.0015685426,225.31,1748.3009922504425
573440,0.8193494,0.050830077,335,0.24370801,573440,0.0043284623,280,0.9956692615523934,68.59,-0.0023764775,227.44,1754.4513881206512
575488,0.39808798,0.0625,339,0.2449834,575488,0.005186449,281,0.9969301649834961,67.3,-6.133048e-05,226.15,1760.558347940445
577536,0.17629597,0.10249023,338,0.24556664,577536,0.0081653055,282,0.9982677949592471,64.32,-4.1844265e-05,222.87,1766.5993912220001
579584,0.26239207,0.04272461,340,0.25680798,579584,0.0037901823,283,0.9984771100571379,66.38,0.00047792523,224.31,1772.6571283340454
581632,0.43933973,0.053759765,338,0.26579306,581632,0.004474844,284,0.9974946863949299,65.72,-0.0012490308,223.76,1778.675041437149
583680,0.36992222,0.07055664,332,0.2694869,583680,0.005689443,285,0.9975279006175697,64.99,0.00073211873,223.17,1784.7192075252533
585728,0.73378,0.09350586,343,0.27586728,585728,0.0076129795,286,0.9950633165426552,62.68,0.00014126259,220.86,1790.8875737190247
587776,0.48967925,0.061865233,330,0.28557092,587776,0.004890546,287,0.9969750954769552,61.84,-0.00066890585,220.96,1796.8599905967712
589824,0.2996673,0.058886718,328,0.29288453,589824,0.005114197,288,0.9980747228255495,64.27,0.0008310443,223.31,1803.0667095184326
591872,0.31498644,0.09736328,336,0.2909832,591872,0.007464341,289,0.9926555319689214,59.96,-0.0049361647,218.9,1809.305298089981
593920,0.4676072,0.067919925,334,0.29003334,593920,0.0058068037,290,0.9958869181573391,58.35,-0.00081301015,215.64,1815.3998546600342
595968,0.6690271,0.084375,332,0.3026065,595968,0.0072953315,291,0.991359525360167,56.36,-0.0023549667,213.62,1821.5305593013763
598016,0.24797127,0.05024414,330,0.3087168,598016,0.004442603,292,0.9977164003066719,57.81,0.00027982862,215.89,1827.7003395557404
600064,0.25777113,0.060058594,328,0.30240196,600064,0.00512039,293,0.9982338745612651,57.89,-0.0030678608,215.98,1833.9084870815277
602112,0.8987731,0.090429686,334,0.291111,602112,0.0069023184,294,0.9959561275318265,58.33,-0.0017739668,217.48,1840.148414850235
604160,0.272646,0.056591798,333,0.2865836,604160,0.0047759237,295,0.9973783169407398,59.13,-0.00022569943,217.45,1846.2642996311188
606208,1.2035555,0.084472656,333,0.29529732,606208,0.007491128,296,0.9917256198823452,59.3,0.0020126968,217.9,1852.4085013866425
608256,0.32577467,0.07109375,333,0.3059031,608256,0.005839211,297,0.9972414926160127,60.49,-0.002716717,218.93,1858.5517427921295
610304,0.5926454,0.057421874,333,0.30364606,610304,0.0051522506,298,0.9971670864615589,61.3,-0.0005839663,219.6,1864.6977367401123
612352,0.27932867,0.092236325,339,0.29865742,612352,0.0071598575,299,0.9975840477272868,61.3,-0.00046296642,219.96,1870.839673280716
614400,0.3331419,0.04941406,332,0.3064995,614400,0.004184638,300,0.9979920792393386,64.34,-0.0002645883,222.65,1876.8796572685242
616448,0.60549855,0.086083986,336,0.30219346,616448,0.0068054916,301,0.9898857353255153,63.59,0.0019883472,222.39,1883.0363731384277
618496,0.22139657,0.058691405,333,0.29538867,618496,0.0050399574,302,0.9978094445541501,63.94,0.0013072884,221.21,1889.125777721405
620544,0.33040065,0.05214844,340,0.2885682,620544,0.0044149365,303,0.9963764438871294,63.99,0.00048309076,220.27,1895.2688307762146
622592,0.5647297,0.04951172,337,0.297923,622592,0.004287976,304,0.9957972862757742,64.02,0.0010694385,220.02,1901.2887952327728
624640,0.40614814,0.06337891,337,0.3092882,624640,0.0051601334,305,0.997454192256555,63.25,-0.0011768036,219.01,1907.3552131652832
626688,0.9827763,0.051074218,329,0.301531,626688,0.0044468213,306,0.9966940570157021,65.26,0.00040814895,220.5,1913.4252614974976
628736,0.6025822,0.07875977,329,0.29007524,628736,0.0065032532,307,0.9979068113025278,67.83,-0.0054105194,222.46,1919.6469304561615
630784,0.44869533,0.08735351,339,0.2812212,630784,0.0073266802,308,0.9913621665909886,66.99,0.0008933794,221.42,1925.8649053573608
632832,1.0470784,0.09785156,339,0.27224797,632832,0.008876784,309,0.9933919822797179,65.84,-1.1640781e-05,219.96,1931.9012305736542
634880,0.43092424,0.06870117,343,0.26211637,634880,0.005537661,310,0.9953655223362148,64.1,0.0008263473,217.64,1937.932430267334
636928,0.8791642,0.1283203,337,0.24141452,636928,0.01022568,311,0.9939533630385995,64.13,-0.0027167941,217.06,1943.9053180217743
638976,0.59446037,0.08305664,345,0.23527908,638976,0.006613205,312,0.9932915326207876,63.88,0.001039813,215.46,1949.9788751602173
641024,0.26238522,0.09458008,337,0.23410916,641024,0.007883115,313,0.9977384125813842,63.62,7.886688e-05,214.77,1955.9127762317657
643072,0.124587916,0.060498048,343,0.22753277,643072,0.0050900765,314,0.9984449952607974,64.5,0.0020297496,213.87,1961.97682762146
645120,0.32407874,0.078125,341,0.22685158,645120,0.006209886,315,0.9973343387246132,64.65,-0.001016414,213.94,1967.9404275417328
647168,0.529014,0.08383789,339,0.22599907,647168,0.0067280442,316,0.9962713189888746,63.24,-0.0045753657,212.52,1973.9476397037506
649216,0.43364215,0.055419922,337,0.21412762,649216,0.0047480143,317,0.9973387734498829,58.94,-0.00045767613,208.45,1979.9919414520264
651264,0.27363485,0.08291016,338,0.19761726,651264,0.0070643,318,0.9968149638734758,58.7,-0.004263089,206.68,1986.056049823761
653312,0.33116794,0.075927734,341,0.18708858,653312,0.0064244135,319,0.9973983014933765,58.6,0.0009595437,206.14,1992.1076407432556
655360,0.20750937,0.09438477,345,0.18082264,655360,0.0074122823,320,0.9985550866695121,59.79,-0.0017580356,206.61,1998.1002254486084
657408,0.1732481,0.0984375,347,0.18162046,657408,0.008363592,321,0.9978828935418278,58.33,-0.0013713472,205.34,2004.0381219387054
659456,0.3272558,0.07919922,348,0.19146053,659456,0.0060473625,322,0.9979556715115905,60.0,-0.0012428203,206.92,2009.940410375595
661504,0.27480072,0.08618164,342,0.19700687,661504,0.0070661036,323,0.9983772061532363,61.4,-0.0009711219,207.77,2015.8182051181793
663552,0.21134622,0.08598633,341,0.18746841,663552,0.0071294373,324,0.9985599427018315,63.48,0.0019174914,209.45,2021.7945702075958
665600,0.11137281,0.100097656,346,0.17833844,665600,0.008015724,325,0.9983043801039457,62.14,-0.0003001992,206.11,2027.7875621318817
667648,0.16838145,0.07905273,340,0.16473183,667648,0.00631914,326,0.9981601173058152,61.17,0.0012751155,203.48,2033.6974709033966
669696,0.77512014,0.06035156,337,0.15344499,669696,0.0051743044,327,0.9973487281240523,65.53,0.000868207,206.99,2039.7057349681854
671744,0.38919073,0.09692383,346,0.16123855,671744,0.0093036825,328,0.9963588933460414,63.98,0.0007768055,206.38,2045.7788553237915
673792,0.5436376,0.0640625,339,0.16212904,673792,0.005431511,329,0.9974277899600565,64.87,-0.00047397212,207.24,2051.6876308918
675840,0.1345745,0.09394531,348,0.14164367,675840,0.007898888,330,0.9985410204390064,63.83,-0.00062859047,206.11,2057.7290954589844
677888,0.580762,0.06347656,343,0.12542188,677888,0.005572838,331,0.9976000459864736,67.65,-0.00020831451,209.68,2063.6066846847534
679936,0.5469576,0.09086914,351,0.13560605,679936,0.00727877,332,0.9942944906651974,64.14,0.0012221921,206.63,2069.5781366825104
681984,0.3969076,0.06738281,345,0.14385386,681984,0.005881088,333,0.9975529466755688,65.19,-0.0028201202,206.91,2075.4133780002594
684032,0.3331448,0.07700195,345,0.14532809,684032,0.006160443,334,0.9969811569899321,62.33,0.0027181995,205.06,2081.3507075309753
686080,0.70733446,0.054248046,340,0.14894176,686080,0.0046580406,335,0.9957536342553794,63.97,0.0006091873,208.44,2087.285219669342
688128,0.22790237,0.092236325,338,0.15235777,688128,0.0070873997,336,0.9983135365182534,64.96,0.0015811955,210.03,2093.3084840774536
690176,0.3685334,0.06899414,344,0.16450249,690176,0.0061549605,337,0.9965718744788319,59.92,-0.0015554865,205.93,2099.359932899475
692224,0.20985451,0.1149414,343,0.1801673,692224,0.011784297,338,0.9982874937122688,60.78,-0.00959107,206.8,2105.3085973262787
694272,0.44822806,0.08227539,346,0.18768033,694272,0.0064655975,339,0.9977597300894558,62.47,0.0014715724,207.78,2111.2783241271973
696320,0.21354589,0.06289063,345,0.18750745,696320,0.005446005,340,0.9977441858500242,63.04,0.001206248,207.08,2117.1930787563324
698368,0.39546853,0.06943359,344,0.20349535,698368,0.006089346,341,0.9971921334508806,60.92,-0.0020917293,204.22,2123.1309859752655
700416,0.63587254,0.07773437,342,0.22375615,700416,0.006386228,342,0.9957283511757851,61.45,-0.00220401,204.6,2129.077292442322
702464,0.5977256,0.0690918,340,0.2254097,702464,0.005849378,343,0.9971934398636222,62.46,-0.0021359187,205.9,2135.064404964447
704512,0.5191729,0.059277344,342,0.22249421,704512,0.0048600067,344,0.9969621119089425,63.54,0.003895396,207.24,2141.0734610557556
706560,0.1933887,0.064208984,335,0.22024517,706560,0.0053186263,345,0.9990538330748677,65.57,-0.00016567775,208.48,2147.051524400711
