time_elapsed,serial_timesteps,total_timesteps,policy_entropy,n_updates,ep_reward_mean,value_loss,fps,clipfrac,ep_len_mean,policy_loss,explained_variance,approxkl
1218.470546245575,372736,372736,2.7230403,182,1685.2504828299998,18.939884,296,0.010546875,1780.23,-0.00029103173,0.0008581876754760742,0.0016489159
1225.3898513317108,374784,374784,2.7356706,183,1692.8535689899998,18.708958,297,0.054052733,1787.83,-0.0016568104,0.05194610357284546,0.0045890342
1232.28675198555,376832,376832,2.749447,184,1703.32791744,18.3906,295,0.025048828,1798.96,-0.0010020706,0.034967005252838135,0.002397745
1239.212162733078,378880,378880,2.7695787,185,1709.9031994,19.164835,296,0.022753906,1806.13,-0.0016347074,0.01291888952255249,0.0022061798
1246.1227505207062,380928,380928,2.7928069,186,1721.9333768999998,18.892565,290,0.026757812,1818.53,-0.0016937375,0.008375167846679688,0.0023581027
1253.1652233600616,382976,382976,2.7942424,187,1729.3508290599996,19.20519,295,0.008496094,1826.23,0.000202377,-0.009226679801940918,0.0017838947
1260.1090846061707,385024,385024,2.7896767,188,1736.5281622900002,18.956108,292,0.012011719,1833.35,-0.00021044223,-0.008283138275146484,0.0017666717
1267.121028661728,387072,387072,2.7937646,189,1736.8957975,18.61925,294,0.053613283,1833.35,-0.003554444,-0.001782536506652832,0.0045963945
1274.0706675052643,389120,389120,2.8101652,190,1741.8388653999998,18.916471,293,0.047705077,1838.51,-0.0025141232,0.005299806594848633,0.0041767294
1281.0542171001434,391168,391168,2.8250232,191,1747.9923740199997,13.739955,296,0.04741211,1844.74,-0.0036392354,0.43148523569107056,0.0040335525
1287.9628558158875,393216,393216,2.8411307,192,1747.99349706,18.600012,296,0.04423828,1844.74,-0.0021411343,0.11364084482192993,0.0038024266
