explained_variance,clipfrac,approxkl,fps,ep_reward_mean,serial_timesteps,policy_loss,policy_entropy,value_loss,ep_len_mean,time_elapsed,n_updates,total_timesteps
0.23370975255966187,0.030273438,0.002996445,295,1584.0067906600002,333824,-0.001879778,2.3687253,15.376081,1680.91,1088.811191558838,163,333824
0.06013751029968262,0.07421875,0.005610404,295,1594.0042942499997,335872,-0.0040169857,2.3749492,17.603334,1691.29,1095.7526080608368,164,335872
0.005444049835205078,0.038867187,0.0033964128,297,1605.81123991,337920,-0.0018684542,2.3870363,18.30857,1703.62,1102.6742746829987,165,337920
0.004342377185821533,0.012451172,0.0016933453,295,1618.2201066100001,339968,-0.00074110134,2.3893049,18.578798,1716.29,1109.5562047958374,166,339968
0.09801805019378662,0.070654295,0.005409667,295,1628.1497618600001,342016,-0.0028802217,2.3876772,17.38798,1726.69,1116.481635093689,167,342016
0.06523454189300537,0.06918945,0.0055105663,294,1638.2787012000003,344064,-0.002685823,2.3986647,17.813297,1737.05,1123.4046483039856,168,344064
0.06848472356796265,0.058984376,0.0046470636,294,1651.9176043500004,346112,-0.0011723719,2.4128852,17.995329,1751.58,1130.3604571819305,169,346112
0.06868594884872437,0.04067383,0.003549838,292,1663.1364285,348160,-0.004594964,2.4366274,18.278458,1763.24,1137.3157980442047,170,348160
0.05564868450164795,0.055371094,0.0047016274,292,1675.4883862800002,350208,-0.00030061492,2.4590585,18.052334,1775.92,1144.3143591880798,171,350208
-0.015269756317138672,0.042529296,0.0038329277,292,1687.9646749400001,352256,-0.00258513,2.462045,18.990461,1789.02,1151.3075280189514,172,352256
-0.006336212158203125,0.013427734,0.0016192412,292,1695.4982410599998,354304,0.00013579722,2.4705338,18.770206,1796.6,1158.3214268684387,173,354304
0.0005797743797302246,0.020117188,0.002091873,291,1704.64428911,356352,-5.856729e-05,2.4779801,18.90008,1806.11,1165.3207325935364,174,356352
0.0972321629524231,0.022949219,0.0021543545,292,1714.8855162399998,358400,-0.0011639807,2.5026324,18.343958,1816.33,1172.3532752990723,175,358400
0.05937027931213379,0.021630859,0.0025203228,289,1721.46645136,360448,-0.0005282339,2.5127428,17.877851,1823.13,1179.356687784195,176,360448
0.05183291435241699,0.02998047,0.0028982428,298,1729.8225644600002,362496,-0.002361408,2.5026174,20.045164,1831.88,1186.4418847560883,177,362496
0.08922380208969116,0.050634764,0.0041316934,294,1732.7978091,364544,-0.00317836,2.5065923,18.214848,1835.11,1193.3056275844574,178,364544
0.5535534024238586,0.038476564,0.0033121302,297,1736.4374666400001,366592,-0.004060973,2.5177162,13.887401,1839.01,1200.2712280750275,179,366592
0.19234931468963623,0.019726563,0.0022558435,294,1736.0497938800002,368640,-0.00016074217,2.5214553,16.569063,1839.01,1207.155026435852,180,368640
0.45993053913116455,0.020703126,0.002287925,300,1744.71607469,370688,-0.0005134985,2.5239646,20.901516,1848.33,1214.1163220405579,181,370688
0.07125473022460938,0.05317383,0.00439444,299,1754.86313175,372736,-0.0041758446,2.540073,18.294872,1859.13,1220.9222164154053,182,372736
0.06749188899993896,0.016503906,0.0019649374,303,1767.66308522,374784,0.00017644026,2.5528526,18.086498,1872.65,1227.7695174217224,183,374784
0.08057963848114014,0.021630859,0.0023759706,292,1777.43180173,376832,-0.0014263599,2.5621772,18.131895,1883.26,1234.5134732723236,184,376832
0.032250046730041504,0.06088867,0.0050177593,296,1789.03912215,378880,-0.0029623087,2.5676556,18.55033,1895.58,1241.5063707828522,185,378880
0.13643521070480347,0.08129883,0.006199689,292,1796.9830837000002,380928,-0.0045798915,2.574481,17.69363,1903.65,1248.4227726459503,186,380928
0.05365115404129028,0.025488282,0.002624304,291,1804.2329709100002,382976,-0.001635142,2.576808,18.687107,1910.7,1255.42103099823,187,382976
0.14479786157608032,0.04145508,0.003910196,298,1813.97697829,385024,-0.002095763,2.5739791,17.26605,1921.04,1262.4462749958038,188,385024
0.10930764675140381,0.0128417965,0.001652609,288,1819.0739139099999,387072,-0.00085013156,2.5805619,17.941538,1926.47,1269.305103302002,189,387072
