n_updates,policy_loss,fps,ep_len_mean,approxkl,policy_entropy,explained_variance,value_loss,time_elapsed,clipfrac,total_timesteps,serial_timesteps,ep_reward_mean
194,-0.0007519987,296,1895.14,0.0019685195,2.7216902,0.09199321269989014,18.485569,1290.82031083107,0.015966797,397312,397312,1793.65370203
195,-0.0033751081,296,1895.14,0.0035333424,2.7101128,0.15796011686325073,17.254911,1297.740710258484,0.03852539,399360,399360,1794.2841931099997
196,-0.0019884505,295,1904.84,0.0030398387,2.7140796,0.1438356637954712,17.541225,1304.6554453372955,0.032177735,401408,401408,1803.7390053899999
197,-0.00066768983,295,1918.25,0.0022580856,2.723353,0.13707756996154785,17.905428,1311.5769412517548,0.02446289,403456,403456,1816.82492925
198,-0.0035427574,294,1918.25,0.0034668532,2.7308085,0.11562091112136841,18.842764,1318.4988458156586,0.03959961,405504,405504,1816.70511489
199,-0.0007888398,292,1926.13,0.0012889624,2.7394629,-0.006245851516723633,19.218971,1325.4642822742462,0.0105957035,407552,407552,1824.496319
200,-0.0008994661,296,1940.61,0.002866057,2.7448092,0.03900021314620972,18.805092,1332.4747486114502,0.029785156,409600,409600,1838.1759292599997
201,-0.0011844366,296,1941.91,0.0020671599,2.7461028,0.006818711757659912,18.946194,1339.3825500011444,0.021044921,411648,411648,1840.08872185
202,-0.0022273764,294,1941.91,0.0022511403,2.7670505,-0.00455474853515625,19.29465,1346.2983310222626,0.023583984,413696,413696,1841.17995088
203,-0.0012198845,295,1953.68,0.003053082,2.7856777,-0.005139708518981934,18.88981,1353.2601563930511,0.027539063,415744,415744,1852.00261742
204,-0.0011073777,294,1965.82,0.0030189515,2.793883,0.05364632606506348,18.637833,1360.1811408996582,0.030664062,417792,417792,1863.9132128400004
205,5.1900384e-05,294,1965.82,0.0027544324,2.795977,-0.01867377758026123,18.967583,1367.1443519592285,0.024853516,419840,419840,1864.0841800399999
206,-0.0021606188,292,1975.33,0.0035364772,2.7884858,0.018054962158203125,18.685043,1374.0896503925323,0.037060548,421888,421888,1872.9415654199997
207,-0.00096529396,294,1982.22,0.002808375,2.7960289,-0.015793919563293457,19.22894,1381.0937864780426,0.03149414,423936,423936,1879.41679724
208,-0.0004457916,296,1984.1,0.0017462525,2.814395,0.036475956439971924,18.741268,1388.0429005622864,0.015380859,425984,425984,1882.33851369
209,-0.00066452316,296,1987.32,0.0011929742,2.821467,0.10328692197799683,18.28522,1394.9432952404022,0.00625,428032,428032,1885.5315375199998
210,0.00027187113,298,1988.73,0.0034366597,2.825273,0.10371816158294678,18.139408,1401.8617203235626,0.035546876,430080,430080,1886.9981003199998
211,-0.002850784,291,1988.73,0.0033334903,2.8221195,0.19535714387893677,17.27515,1408.7221465110779,0.036035158,432128,432128,1886.8793261699998
212,-0.00047725937,295,1988.73,0.0019214023,2.8248994,0.1070481538772583,17.767643,1415.7410972118378,0.015771484,434176,434176,1886.86936453
213,-0.0035745178,295,1994.48,0.0035394907,2.8313947,0.13902586698532104,17.92262,1422.6787145137787,0.03955078,436224,436224,1893.17704179
214,-0.003783378,296,1994.48,0.0053202608,2.8404183,0.028787732124328613,18.546616,1429.6040396690369,0.07167969,438272,438272,1893.2838353899997
215,-0.0022071435,297,1994.48,0.003656298,2.85449,0.015540063381195068,19.031582,1436.5222945213318,0.039453126,440320,440320,1893.34468623
216,-0.0018501179,296,1994.48,0.0042625903,2.8644884,-0.03260958194732666,19.200422,1443.4172539710999,0.049462892,442368,442368,1893.5723468099998
217,-0.0026676091,296,1994.48,0.0037548703,2.8715756,0.03724956512451172,18.593267,1450.3187971115112,0.043261718,444416,444416,1893.71728271
218,-0.001095251,300,1994.48,0.0019132091,2.8818316,-0.021610379219055176,19.21437,1457.2203555107117,0.016601562,446464,446464,1893.49134324
219,-0.003027812,293,1996.74,0.0025047744,2.8952477,0.10996121168136597,18.18545,1464.0352053642273,0.02626953,448512,448512,1896.27997211
220,-0.00082120224,294,1996.74,0.0023395463,2.9032285,0.044009506702423096,18.435501,1471.0043077468872,0.018164063,450560,450560,1895.99962714
221,-0.0015115421,295,1996.74,0.0023760505,2.900024,0.025763094425201416,18.504827,1477.9512898921967,0.023925781,452608,452608,1895.7996774399996
222,-0.00071590336,294,1996.74,0.0015299923,2.916533,0.12458330392837524,17.997988,1484.872545003891,0.012792969,454656,454656,1895.9623342899995
223,-0.0052221855,299,1996.74,0.0042694965,2.9390175,0.04134929180145264,18.587378,1491.8385217189789,0.05253906,456704,456704,1896.0409266499998
224,-0.0017431306,301,1996.74,0.002475694,2.9540684,0.02362990379333496,18.567698,1498.6763887405396,0.025341798,458752,458752,1895.9008237199994
225,-0.0039313426,294,1996.74,0.0033508358,2.9719255,0.17073571681976318,17.54893,1505.4734547138214,0.037744142,460800,460800,1896.1465463699997
226,-0.0022687044,298,1996.74,0.0029240993,2.985497,0.23657017946243286,17.253649,1512.4377570152283,0.033496093,462848,462848,1896.4861130599998
227,-0.0012917882,297,1996.74,0.002459829,2.9948475,0.11741358041763306,18.219713,1519.3114326000214,0.024658203,464896,464896,1896.8568006699998
228,-0.0027866545,297,1996.74,0.0043042777,3.0104861,0.25925517082214355,16.28168,1526.1947000026703,0.047216795,466944,466944,1896.8687484199995
229,-0.00030713456,294,1996.74,0.0015227168,3.0176685,0.00977247953414917,19.422047,1533.0826632976532,0.011962891,468992,468992,1897.1257225499999
230,-0.0018859213,294,1999.1,0.0036545936,3.019328,0.054808974266052246,18.774551,1540.0491094589233,0.046582032,471040,471040,1899.6946448899998
231,-0.0016404832,296,1999.1,0.0024184943,3.0224164,0.023098766803741455,18.777088,1547.0049498081207,0.021972656,473088,473088,1899.5486719099997
232,-0.0043250932,296,1999.1,0.0051615154,3.032526,0.05489671230316162,18.665644,1553.924993276596,0.06455078,475136,475136,1899.4488650499998
233,-0.0013575017,297,1999.1,0.0025868441,3.0486684,0.08640944957733154,18.061136,1560.8235867023468,0.025439452,477184,477184,1899.0376579899998
234,-0.0020707955,297,1999.1,0.0042084167,3.0588193,0.5041206479072571,14.517069,1567.7131295204163,0.04892578,479232,479232,1898.7714969299998
235,-0.0028095222,295,1999.1,0.004484105,3.056972,0.015972375869750977,19.235104,1574.5948855876923,0.049365234,481280,481280,1898.76398973
236,0.0007405746,297,1999.1,0.0020852094,3.0640976,0.11937540769577026,18.470356,1581.5310380458832,0.020263672,483328,483328,1898.93787812
237,-0.0016962675,296,1999.1,0.0034852359,3.0679138,0.07772749662399292,17.72231,1588.4275541305542,0.038134765,485376,485376,1898.87020889
238,-0.0021664212,297,1999.1,0.002698908,3.0801144,0.0671159029006958,18.037823,1595.324886083603,0.02734375,487424,487424,1898.6188241700002
239,-0.0022935283,294,1999.1,0.004010034,3.0935767,0.08887261152267456,17.633904,1602.2134237289429,0.04560547,489472,489472,1898.5775806200002
240,-0.0021502138,294,1999.1,0.0028603966,3.0894563,0.07005393505096436,17.913326,1609.1782824993134,0.02758789,491520,491520,1898.55018932
241,-0.000606471,292,1999.1,0.0018540032,3.0914454,0.1537662148475647,17.436413,1616.1405744552612,0.018017579,493568,493568,1899.3148078800002
242,-0.0012822136,293,1999.1,0.003339002,3.1121652,0.16053062677383423,17.586706,1623.138016462326,0.037402343,495616,495616,1899.41143928
243,-0.0039187963,294,1999.1,0.003311241,3.1376846,0.036533892154693604,18.543423,1630.108785867691,0.037841797,497664,497664,1899.23739187
244,-0.0018683752,295,1999.1,0.0038465913,3.154602,0.037961363792419434,18.984331,1637.0577330589294,0.0421875,499712,499712,1899.3190819500003
245,-0.0011773402,295,1999.1,0.0025145158,3.1615953,0.017280280590057373,19.093353,1643.98366189003,0.022802735,501760,501760,1899.85304253
246,-0.001346703,293,1999.1,0.0026426425,3.1765468,0.06697171926498413,18.135647,1650.9093792438507,0.023144532,503808,503808,1900.4172440100003
247,-0.002050956,294,1999.1,0.0044936403,3.1857712,0.10964047908782959,18.169441,1657.8891186714172,0.057958983,505856,505856,1900.5569964700003
248,-0.00055839965,296,1999.1,0.0014003455,3.186262,0.037788331508636475,18.880217,1664.837643146515,0.009326172,507904,507904,1900.6850476900006
249,-0.0023002673,294,1999.1,0.004493008,3.189808,-0.0014647245407104492,19.34067,1671.7525897026062,0.057128906,509952,509952,1900.7480196500005
250,-0.00149888,295,1999.1,0.0032786396,3.1943984,0.009420812129974365,19.12554,1678.708191871643,0.034716796,512000,512000,1900.3462175900004
251,-0.0029331343,298,1999.1,0.0024578976,3.2062268,0.0495988130569458,18.909943,1685.6516075134277,0.022216797,514048,514048,1900.1171124300004
252,-0.00044392765,300,1999.42,0.0020182726,3.223395,-0.002609848976135254,19.584124,1692.5047647953033,0.016796876,516096,516096,1900.78009177
253,-0.005773841,295,1999.42,0.005007037,3.2382743,-0.026671528816223145,19.15297,1699.3271071910858,0.058789063,518144,518144,1900.42296369
254,-0.0011181968,297,1999.42,0.0024594597,3.2457156,0.15461838245391846,17.038898,1706.2600347995758,0.02578125,520192,520192,1900.30548775
255,-0.0007554035,295,1999.42,0.0015887171,3.2423878,0.3324631452560425,14.83958,1713.1396572589874,0.011523438,522240,522240,1900.09811713
256,-0.0011804636,295,1999.42,0.0034496677,3.2367947,0.009526729583740234,19.242943,1720.068413734436,0.03642578,524288,524288,1899.71580493
257,-0.00036276272,298,1999.42,0.0028116496,3.2353673,0.014447689056396484,18.594212,1726.9973559379578,0.025048828,526336,526336,1899.1830982700003
258,-0.0014596389,297,1999.42,0.0038187478,3.2406948,0.07233387231826782,18.1498,1733.8506481647491,0.042871095,528384,528384,1899.1864822
259,-0.00079040386,298,1999.42,0.0022678333,3.256314,0.0691303014755249,18.284042,1740.746217250824,0.02055664,530432,530432,1899.2721725200004
260,-0.002022443,299,1999.42,0.0038076912,3.2679076,0.1309228539466858,17.898424,1747.6175870895386,0.044970702,532480,532480,1899.2540803000002
261,-0.00204238,299,1999.42,0.003748228,3.2732098,0.12170422077178955,18.253372,1754.4689555168152,0.047314454,534528,534528,1899.4550305900004
262,-0.0011236947,298,1999.42,0.0017813754,3.2818203,0.0149383544921875,19.127712,1761.3144147396088,0.016113281,536576,536576,1899.77081502
263,-0.0021616123,297,1999.42,0.0042173085,3.2938786,0.034493863582611084,19.031643,1768.1725478172302,0.049462892,538624,538624,1899.94145495
264,-0.0024713841,296,1999.42,0.004523413,3.3035533,0.03598672151565552,18.660076,1775.0580470561981,0.053955078,540672,540672,1899.77175918
265,-0.0006022431,303,1999.42,0.0019017684,3.3112762,0.12058496475219727,18.229105,1781.9580008983612,0.0146484375,542720,542720,1900.05460501
266,-0.0014519495,302,1999.42,0.00325259,3.3235402,0.03934192657470703,18.132122,1788.7020010948181,0.03491211,544768,544768,1899.71969164
267,-0.0022793687,299,1999.42,0.0038677019,3.3287683,-0.014601707458496094,18.704039,1795.4640274047852,0.045166016,546816,546816,1899.2614935600002
268,-0.005534021,302,1999.42,0.0043565165,3.3341053,0.09738844633102417,17.449467,1802.308111667633,0.050488282,548864,548864,1899.3871270999998
269,-0.0013709653,303,1999.42,0.0036182813,3.3383605,0.0333857536315918,18.537235,1809.0731155872345,0.039501954,550912,550912,1899.4219140299997
270,-0.0014306193,299,2003.29,0.003016596,3.3339877,0.08674085140228271,18.196701,1815.823350429535,0.029736329,552960,552960,1903.72859822
271,-0.002336205,303,2003.29,0.0032150517,3.3374488,0.056095778942108154,18.465214,1822.6576583385468,0.035839844,555008,555008,1904.1539825900002
272,-0.0035787248,308,2013.68,0.004026,3.340383,0.06916564702987671,18.318596,1829.4088215827942,0.047265626,557056,557056,1914.2021103300003
273,-0.001186123,301,2013.68,0.0037300352,3.3419251,0.016111314296722412,18.62328,1836.0427067279816,0.04345703,559104,559104,1914.1043051400002
274,0.00072360673,297,2019.24,0.0012180563,3.3433404,0.09650236368179321,18.088707,1842.8296139240265,0.008447265,561152,561152,1919.8952235699999
275,-0.0013049784,294,2029.62,0.0020098002,3.3514504,0.04075825214385986,18.691275,1849.7078506946564,0.014599609,563200,563200,1929.81815754
276,-0.0023535206,301,2029.62,0.0033183335,3.3605714,0.11880254745483398,18.237005,1856.6626946926117,0.035107423,565248,565248,1930.0530544099997
277,-0.0032192573,295,2033.42,0.0033256083,3.3751793,0.08741062879562378,18.07402,1863.465337753296,0.03666992,567296,567296,1933.7738932799996
278,-0.0022148022,298,2042.69,0.0029916249,3.389386,-0.007228374481201172,18.641556,1870.3970775604248,0.0328125,569344,569344,1942.8114628899996
279,-0.0014343986,296,2049.0,0.0025746587,3.4081452,0.005690634250640869,19.137447,1877.248351097107,0.026171874,571392,571392,1949.2740581599999
280,-0.0013184964,296,2049.0,0.0021982896,3.4173431,0.0107346773147583,19.170887,1884.1478521823883,0.019091796,573440,573440,1949.6885896999997
281,-0.0010699012,298,2049.0,0.002044761,3.4062371,0.15962433815002441,16.889244,1891.0532031059265,0.017822266,575488,575488,1949.8566334900001
282,-0.0021760263,300,2049.0,0.0039421692,3.4015002,0.12429380416870117,17.973574,1897.9126226902008,0.04584961,577536,577536,1949.7226989200003
283,-4.975585e-05,294,2049.0,0.0016745602,3.4120934,0.054467737674713135,18.3623,1904.7357530593872,0.013427734,579584,579584,1949.6822417
284,-0.00075955584,294,2049.0,0.0025870793,3.4164424,-6.890296936035156e-05,19.170467,1911.6939897537231,0.025390625,581632,581632,1949.8644002499998
285,-0.0043045566,297,2045.7,0.0024735301,3.4346848,0.7404870092868805,8.543576,1918.6574878692627,0.028466797,583680,583680,1946.51758593
286,-0.0016237296,295,2045.7,0.00281904,3.44823,-0.011682868003845215,18.787745,1925.5542538166046,0.027441407,585728,585728,1946.70984105
287,-0.0022259343,295,2045.7,0.0031192128,3.4473107,0.07014083862304688,17.948032,1932.4924404621124,0.03261719,587776,587776,1946.6041038700005
288,0.00034468784,295,2045.7,0.0007341645,3.4439957,0.03886568546295166,18.49876,1939.429013967514,0.0023925782,589824,589824,1946.54538435
289,-0.0017343934,296,2045.7,0.0018209681,3.4312782,0.01649916172027588,18.49304,1946.356909275055,0.012353515,591872,591872,1946.4157990500003
290,-0.0024194636,296,2045.7,0.0027386423,3.4327366,0.11270546913146973,17.3346,1953.260456085205,0.02998047,593920,593920,1946.1509223699998
291,-0.0038815918,298,2045.7,0.0034183834,3.4436085,0.08327937126159668,18.171629,1960.1780230998993,0.034375,595968,595968,1946.5040313999998
292,-0.002169819,297,2045.7,0.0031919715,3.4517639,0.015719830989837646,18.84782,1967.0400941371918,0.030615235,598016,598016,1946.7375852900002
293,-0.00048697507,296,2045.7,0.002212643,3.4517574,0.05183809995651245,18.275509,1973.9257571697235,0.023388673,600064,600064,1947.07677882
294,-0.001681628,300,2045.7,0.0030541401,3.451428,0.033001601696014404,18.661892,1980.8435544967651,0.031396486,602112,602112,1947.2662739700004
295,-0.0018222136,296,2045.7,0.003370931,3.4508908,0.09197354316711426,18.071394,1987.6612920761108,0.03725586,604160,604160,1947.00664262
296,-0.004658416,300,2045.7,0.0042857835,3.4561927,0.14449292421340942,18.164356,1994.5730335712433,0.049853515,606208,606208,1946.42650429
297,-0.0032630574,299,2045.7,0.0043846313,3.4660702,0.06758016347885132,18.24544,2001.3945593833923,0.05317383,608256,608256,1946.0590564899999
298,-0.0010839964,300,2045.7,0.0018078216,3.477443,0.34386134147644043,15.084828,2008.2313964366913,0.01303711,610304,610304,1946.0627809199996
299,-0.0032719406,302,2045.7,0.0029559743,3.4871128,0.0975530743598938,18.406544,2015.041212797165,0.03125,612352,612352,1946.3148969599997
300,-0.0008571936,301,2034.5,0.0013554886,3.497474,0.5739721953868866,12.3312435,2021.8192501068115,0.00834961,614400,614400,1935.8109356300001
301,-0.0017940203,302,2034.5,0.0032479886,3.5040817,-0.019096970558166504,18.969088,2028.6102557182312,0.03730469,616448,616448,1935.91101578
302,-0.00079194934,297,2034.5,0.0021598912,3.5169308,0.03729492425918579,18.486063,2035.3887767791748,0.018066406,618496,618496,1935.62191356
303,-0.0013111827,301,2034.5,0.0032844418,3.5206456,0.04589945077896118,18.589748,2042.2772817611694,0.037646484,620544,620544,1936.03492714
304,-0.0024482445,300,2034.5,0.0036056475,3.528462,0.016000449657440186,18.761436,2049.064533472061,0.03955078,622592,622592,1936.05167211
305,-0.0020600425,298,2034.5,0.0028595196,3.5373204,0.14697468280792236,18.965275,2055.877705812454,0.03286133,624640,624640,1936.03478825
306,-0.0008275757,297,2034.5,0.0027830426,3.539004,-0.008296370506286621,19.19263,2062.7449271678925,0.03261719,626688,626688,1936.2607373499998
307,-0.00038166973,301,2034.5,0.0019620897,3.5438945,0.1100304126739502,18.244307,2069.6379017829895,0.017773438,628736,628736,1936.4286346300003
308,-0.0012483343,300,2034.5,0.0037343795,3.5425854,0.035456061363220215,18.451344,2076.441458940506,0.035888672,630784,630784,1936.10495776
309,0.0002315869,300,2034.5,0.0006502593,3.5377307,0.03479647636413574,18.620022,2083.2519590854645,0.0015136718,632832,632832,1935.9787699300002
310,-0.0020893295,298,2034.5,0.0032959133,3.5318432,0.008297383785247803,19.056723,2090.065005302429,0.033496093,634880,634880,1935.9223258600002
311,-0.0021233568,300,2034.5,0.0023467557,3.5270755,0.056580960750579834,18.884317,2096.9218945503235,0.021533202,636928,636928,1936.27285734
312,-0.0030893239,298,2034.09,0.0025228907,3.5302875,0.14645355939865112,17.39433,2103.74014377594,0.027783204,638976,638976,1936.48925553
313,-0.0048224414,296,2018.92,0.00426329,3.5403411,0.08245784044265747,36.32696,2110.6047732830048,0.05131836,641024,641024,1922.3547306000003
314,-0.002538252,299,1996.72,0.0032769442,3.554769,0.10958027839660645,34.648357,2117.5168385505676,0.038964845,643072,643072,1901.3889566200003
315,-0.0026531364,299,1996.72,0.0040900563,3.5554824,0.1755238175392151,17.562393,2124.3485655784607,0.04536133,645120,645120,1901.2080350100002
316,-0.0004912361,298,1996.72,0.002692835,3.5518937,0.1883946657180786,17.645443,2131.19176363945,0.028027344,647168,647168,1900.91762509
317,-0.0006983691,300,1982.14,0.0017134773,3.5580826,0.12796658277511597,34.92829,2138.0587134361267,0.013476563,649216,649216,1886.8054066900002
318,-0.0017996114,298,1939.1,0.0028057806,3.5676613,0.4082522392272949,40.268562,2144.8690881729126,0.029492188,651264,651264,1845.78606621
